university,degree,season,decision,gpa,gre_verbal,gre_quant,gre_writing,status,uni_faculty,uni_pub,world_ranking
"University Of Illinois, Urbana-Champaign (UIUC)",PhD,F13,Rejected,3.4,159.0,165.0,3.5,International,83.0,9.9,33
"University Of Illinois, Urbana-Champaign (UIUC)",PhD,F13,Rejected,3.8,165.0,166.0,3.5,International,83.0,9.9,33
"University Of Illinois, Urbana-Champaign (UIUC)",PhD,F13,Rejected,3.94,166.0,154.0,4.0,International,83.0,9.9,33
"University Of Texas, Austin (UT Austin)",MS,F13,Rejected,3.97,170.0,164.0,5.5,American,42.0,5.4,29
Pennsylvania State University (Penn State),MS,F13,Rejected,4.0,165.0,166.0,5.0,International,33.0,3.4,109
California Institute Of Technology (Caltech),PhD,F13,Rejected,3.97,157.0,170.0,3.5,International with US Degree,12.0,1.8,2
University Of Virginia (UVA),MS,F13,Accepted,3.7,157.0,170.0,3.5,International with US Degree,21.0,2.4,72
Georgetown University,MS,F13,Accepted,3.87,153.0,164.0,3.5,International,13.0,1.6,164
Columbia University,PhD,F13,Wait listed,3.98,152.0,160.0,4.0,International,47.0,5.8,18
California Institute Of Technology (Caltech),MS,F13,Rejected,3.8,157.0,169.0,4.0,International,12.0,1.8,2
University Of Arizona,MS,F13,Accepted,3.88,142.0,169.0,3.0,International,19.0,1.6,95
Northeastern University,PhD,F13,Accepted,3.02,147.0,163.0,4.0,International,55.0,4.7,213
Carnegie Mellon University (CMU),MS,F13,Rejected,3.72,165.0,152.0,3.0,International,152.0,18.1,20
Carnegie Mellon University (CMU),PhD,F13,Accepted,3.56,151.0,169.0,4.0,International,152.0,18.1,20
Carnegie Mellon University (CMU),MS,F13,Rejected,3.8,144.0,163.0,3.0,International,152.0,18.1,20
"University Of Illinois, Chicago (UIC)",PhD,F13,Accepted,3.83,157.0,164.0,4.5,International,33.0,2.8,197
Pennsylvania State University (Penn State),MS,F13,Rejected,3.6,146.0,166.0,3.0,International,33.0,3.4,109
"University Of California, Irvine (UCI)",MS,F13,Accepted,3.6,146.0,166.0,3.0,International,55.0,4.3,49
"Texas A&M University, College Station (TAMU)",MS,F13,Accepted,3.6,146.0,166.0,3.0,International,38.0,3.1,164
"Texas A&M University, College Station (TAMU)",MS,F13,Accepted,3.2,166.0,152.0,3.5,International,38.0,3.1,164
University Of Chicago (UChicago),PhD,F13,Rejected,3.85,161.0,169.0,4.5,American,23.0,2.7,12
Duke University,PhD,F13,Accepted,3.6,169.0,154.0,3.5,International,22.0,2.8,24
University Of Iowa,PhD,F13,Accepted,3.08,149.0,167.0,4.0,International,10.0,1.6,132
Ohio State University (OSU),PhD,F13,Accepted,3.5,146.0,167.0,3.5,International,35.0,3.4,66
University Of Pittsburgh,PhD,F13,Accepted,3.3,150.0,162.0,3.0,International,20.0,2.3,64
Virginia Tech,PhD,F13,Accepted,3.0,142.0,163.0,3.0,International,39.0,2.4,72
"Texas A&M University, College Station (TAMU)",MS,F13,Accepted,3.5,149.0,170.0,3.5,International,38.0,3.1,164
"Texas A&M University, College Station (TAMU)",MS,F13,Accepted,3.84,160.0,165.0,3.0,International,38.0,3.1,164
George Mason University (GMU),PhD,F13,Accepted,3.67,149.0,166.0,3.0,International with US Degree,28.0,2.0,325
Virginia Tech,PhD,F13,Accepted,3.8,153.0,161.0,4.5,American,39.0,2.4,72
Harvard University,MS,F13,Rejected,3.6,165.0,165.0,5.5,International,29.0,4.2,2
George Mason University (GMU),PhD,F13,Accepted,2.99,151.0,169.0,3.5,International,28.0,2.0,325
"University Of California, Irvine (UCI)",PhD,F13,Accepted,3.0,161.0,166.0,4.0,International,55.0,4.3,49
"University Of California, Riverside (UCR)",PhD,F13,Rejected,3.73,152.0,170.0,4.0,International,36.0,2.8,117
University Of Iowa,PhD,F13,Accepted,3.36,157.0,167.0,4.0,International with US Degree,10.0,1.6,132
Cornell University,PhD,F13,Rejected,3.81,155.0,169.0,3.5,International,68.0,8.7,14
Oregon State University,PhD,F13,Accepted,2.86,149.0,162.0,3.5,International,30.0,2.8,288
Tufts University,MS,F13,Accepted,3.87,153.0,164.0,3.5,International,13.0,1.6,53
Duke University,PhD,F13,Accepted,3.85,157.0,168.0,4.0,International,22.0,2.8,24
"University Of Colorado, Boulder",MS,F13,Accepted,3.8,152.0,161.0,4.0,International,47.0,3.0,67
Clemson University,MS,F13,Accepted,3.7,159.0,166.0,3.5,International,16.0,1.3,375
Carnegie Mellon University (CMU),MS,F13,Accepted,3.66,166.0,166.0,4.0,International,152.0,18.1,20
Arizona State University (ASU),MS,F13,Accepted,3.3,154.0,159.0,3.5,International,26.0,2.3,161
"University Of California, Irvine (UCI)",PhD,F13,Accepted,3.4,155.0,168.0,4.0,International,55.0,4.3,49
"University Of California, Riverside (UCR)",PhD,F13,Rejected,3.46,163.0,149.0,3.0,International,36.0,2.8,117
Princeton University,MS,F13,Rejected,3.81,169.0,170.0,5.0,American,51.0,5.3,5
"University Of Maryland, College Park (UMD)",MS,F13,Rejected,3.81,169.0,170.0,5.0,American,52.0,6.4,98
Carnegie Mellon University (CMU),MS,F13,Accepted,3.81,169.0,170.0,5.0,American,152.0,18.1,20
Duke University,MS,F13,Wait listed,3.2,167.0,166.0,3.0,International with US Degree,22.0,2.8,24
Ohio State University (OSU),PhD,F13,Accepted,3.57,149.0,167.0,3.5,International,35.0,3.4,66
University Of Iowa,PhD,F13,Accepted,3.89,147.0,163.0,3.0,International,10.0,1.6,132
Georgia Institute Of Technology (GTech),MS,F13,Accepted,3.75,152.0,169.0,4.0,International,73.0,6.7,27
Georgia Institute Of Technology (GTech),MS,F13,Accepted,3.29,154.0,162.0,4.0,International,73.0,6.7,27
North Caroline State University (NCSU),MS,F13,Accepted,3.9,163.0,165.0,4.0,International,30.0,2.3,1000
Duke University,MS,F13,Rejected,3.65,168.0,152.0,3.5,International,22.0,2.8,24
"University Of Texas, Arlington",MS,F13,Accepted,3.63,143.0,165.0,2.5,International,15.0,1.8,550
Massachusetts Institute Of Technology (MIT),PhD,F13,Rejected,2.6,166.0,161.0,4.5,American,85.0,12.3,3
Cornell University,PhD,F13,Rejected,2.6,166.0,161.0,4.5,American,68.0,8.7,14
Yale University,MS,F13,Rejected,3.0,146.0,152.0,3.0,International with US Degree,26.0,2.5,10
Brown University,MS,F13,Accepted,3.08,163.0,158.0,4.0,American,26.0,3.3,55
"University Of Maryland, College Park (UMD)",MS,F13,Rejected,3.88,164.0,168.0,5.0,International,52.0,6.4,98
Carnegie Mellon University (CMU),MS,F13,Accepted,3.2,155.0,160.0,4.0,American,152.0,18.1,20
Virginia Tech,MS,F13,Accepted,3.2,157.0,165.0,3.5,International,39.0,2.4,72
Rochester Institute Of Technology (RIT),MS,F13,Accepted,3.1,145.0,162.0,3.0,International,19.0,1.5,700
Brown University,MS,F13,Accepted,3.74,155.0,157.0,4.5,American,26.0,3.3,55
Carnegie Mellon University (CMU),MS,F13,Accepted,3.8,170.0,148.0,3.5,International,152.0,18.1,20
Massachusetts Institute Of Technology (MIT),PhD,F13,Rejected,3.85,161.0,169.0,4.5,American,85.0,12.3,3
Brown University,MS,F13,Accepted,3.64,160.0,168.0,4.5,American,26.0,3.3,55
North Caroline State University (NCSU),PhD,F13,Rejected,4.0,155.0,160.0,5.0,International,30.0,2.3,1000
"University Of California, Riverside (UCR)",PhD,F13,Rejected,3.65,145.0,158.0,3.0,International,36.0,2.8,117
"Washington University, St. Louis (WUSTL)",PhD,F13,Rejected,3.65,145.0,158.0,3.0,International,24.0,2.1,38
Carnegie Mellon University (CMU),MS,F13,Accepted,3.0,147.0,164.0,4.5,American,152.0,18.1,20
"University Of California, Riverside (UCR)",PhD,F13,Rejected,3.71,138.0,164.0,3.5,International,36.0,2.8,117
North Caroline State University (NCSU),PhD,F13,Rejected,3.71,138.0,164.0,3.5,International,30.0,2.3,1000
Yale University,MS,F13,Rejected,3.95,150.0,170.0,3.0,International,26.0,2.5,10
Carnegie Mellon University (CMU),MS,F13,Accepted,3.65,162.0,170.0,4.0,International,152.0,18.1,20
"University Of California, San Diego (UCSD)",PhD,F13,Accepted,3.88,166.0,166.0,3.0,International,53.0,6.9,32
Arizona State University (ASU),PhD,F13,Accepted,3.1,152.0,166.0,3.5,International,26.0,2.3,161
Stanford University,PhD,F13,Rejected,3.69,169.0,157.0,4.0,American,57.0,11.5,4
Carnegie Mellon University (CMU),MS,F13,Rejected,3.3,158.0,159.0,4.0,International with US Degree,152.0,18.1,20
"University Of Texas, Austin (UT Austin)",PhD,F13,Accepted,3.8,159.0,168.0,4.0,International,42.0,5.4,29
"University Of California, Irvine (UCI)",PhD,F13,Accepted,3.92,154.0,165.0,3.5,International,55.0,4.3,49
"University Of Maryland, College Park (UMD)",MS,F13,Rejected,3.7,151.0,162.0,4.0,International with US Degree,52.0,6.4,98
"University Of California, Los Angeles (UCLA)",PhD,F13,Accepted,3.68,170.0,152.0,3.5,International,37.0,5.0,11
"Indiana University, Bloomington",MS,F13,Accepted,3.0,158.0,163.0,4.5,International,42.0,2.6,156
Boston University (BU),PhD,F13,Rejected,3.62,168.0,166.0,4.0,International,22.0,2.5,59
Nothwestern University,PhD,F13,Accepted,3.68,160.0,170.0,3.5,International,37.0,3.4,26
Virginia Commonwealth University (VCU),PhD,F13,Accepted,3.84,145.0,165.0,3.5,International,7.0,1.2,1000
University Of Pittsburgh,MS,F13,Rejected,3.84,145.0,165.0,3.5,International,20.0,2.3,64
Cornell University,PhD,F13,Rejected,3.6,158.0,163.0,4.0,International,68.0,8.7,14
Cornell University,PhD,F13,Rejected,4.0,150.0,170.0,4.0,International,68.0,8.7,14
"University Of Texas, Austin (UT Austin)",MS,F13,Accepted,3.6,158.0,163.0,4.0,International,42.0,5.4,29
University Of Delaware,PhD,F13,Accepted,3.89,147.0,163.0,3.0,International,11.0,1.4,159
"University Of Michigan, Ann Arbor (UMich)",PhD,F13,Accepted,3.66,160.0,166.0,4.5,International,63.0,8.6,15
Cornell University,PhD,F13,Rejected,3.5,152.0,165.0,2.5,International,68.0,8.7,14
"University Of California, Irvine (UCI)",PhD,F13,Accepted,3.71,136.0,160.0,3.5,International,55.0,4.3,49
Carnegie Mellon University (CMU),MS,F13,Rejected,3.4,148.0,156.0,4.0,American,152.0,18.1,20
Cornell University,PhD,F13,Rejected,4.0,169.0,170.0,4.5,American,68.0,8.7,14
Cornell University,PhD,F13,Rejected,4.0,160.0,168.0,5.0,International,68.0,8.7,14
Cornell University,PhD,F13,Rejected,3.9,165.0,163.0,4.0,American,68.0,8.7,14
Northeastern University,MS,F13,Rejected,3.3,142.0,168.0,3.0,International,55.0,4.7,213
Rice University,PhD,F13,Accepted,3.95,159.0,169.0,5.0,International,19.0,2.8,47
Carnegie Mellon University (CMU),MS,F13,Accepted,3.56,160.0,170.0,3.5,International,152.0,18.1,20
University Of Pennsylvania (UPenn),PhD,F13,Rejected,3.67,155.0,166.0,3.0,International,46.0,5.6,19
"University Of California, Santa Barbara (UCSB)",PhD,F13,Rejected,3.76,165.0,147.0,3.0,International,25.0,3.5,29
Rensselaer Polytechnic Institute (RPI),PhD,F13,Rejected,3.6,157.0,164.0,3.0,International,13.0,1.8,104
"University Of Texas, Austin (UT Austin)",MS,F13,Accepted,3.7,166.0,167.0,4.0,International,42.0,5.4,29
"University Of Texas, Austin (UT Austin)",MS,F13,Accepted,3.84,160.0,165.0,3.0,International,42.0,5.4,29
University Of Delaware,PhD,F13,Accepted,3.89,147.0,163.0,3.0,International,11.0,1.4,159
"University Of Texas, Austin (UT Austin)",MS,F13,Accepted,3.76,148.0,168.0,3.5,International,42.0,5.4,29
"University Of Texas, Austin (UT Austin)",MS,F13,Accepted,3.76,150.0,170.0,3.0,International,42.0,5.4,29
"University Of Texas, Austin (UT Austin)",MS,F13,Accepted,3.6,160.0,161.0,5.0,International,42.0,5.4,29
Arizona State University (ASU),PhD,F13,Accepted,3.7,152.0,170.0,4.0,International,26.0,2.3,161
"University Of California, Santa Barbara (UCSB)",PhD,F13,Rejected,3.7,152.0,170.0,4.0,International,25.0,3.5,29
"University Of Texas, Austin (UT Austin)",MS,F13,Accepted,4.0,160.0,168.0,5.0,International,42.0,5.4,29
"University Of Texas, Austin (UT Austin)",MS,F13,Accepted,4.0,161.0,166.0,4.5,International,42.0,5.4,29
University Of Pennsylvania (UPenn),PhD,F13,Rejected,3.71,165.0,166.0,4.5,American,46.0,5.6,19
"University Of Texas, Austin (UT Austin)",MS,F13,Accepted,3.81,168.0,164.0,5.5,American,42.0,5.4,29
"University Of Texas, Dallas (UT Dallas)",MS,F13,Accepted,3.56,159.0,144.0,3.0,International,34.0,2.3,260
"University Of California, Los Angeles (UCLA)",PhD,F13,Accepted,3.85,148.0,166.0,3.0,International,37.0,5.0,11
Arizona State University (ASU),MS,F13,Accepted,3.84,163.0,170.0,4.0,International,26.0,2.3,161
University Of Pennsylvania (UPenn),PhD,F13,Rejected,4.0,155.0,160.0,5.0,International,46.0,5.6,19
University Of Pennsylvania (UPenn),PhD,F13,Rejected,3.8,159.0,170.0,4.0,International,46.0,5.6,19
"University Of California, Irvine (UCI)",MS,F13,Accepted,3.3,155.0,164.0,4.5,International,55.0,4.3,49
University Of Chicago (UChicago),MS,F13,Accepted,3.38,167.0,165.0,4.5,American,23.0,2.7,12
University Of Southern California (USC),MS,F13,Accepted,3.9,153.0,158.0,4.0,American,50.0,5.7,73
Carnegie Mellon University (CMU),MS,F13,Accepted,3.33,167.0,170.0,5.5,American,152.0,18.1,20
"University Of California, Los Angeles (UCLA)",PhD,F13,Accepted,3.98,145.0,169.0,3.0,International,37.0,5.0,11
Tufts University,PhD,F13,Rejected,3.18,146.0,161.0,3.0,International,13.0,1.6,53
Colorado State University (CSU),PhD,F13,Rejected,3.96,147.0,161.0,3.5,International,10.0,1.2,238
Columbia University,MS,F13,Rejected,3.6,149.0,157.0,3.5,International,47.0,5.8,18
Massachusetts Institute Of Technology (MIT),PhD,F13,Accepted,4.0,170.0,170.0,6.0,International,85.0,12.3,3
New York University (NYU),MS,F13,Accepted,3.0,162.0,165.0,4.0,International,46.0,4.3,60
Columbia University,PhD,F13,Rejected,3.7,155.0,168.0,4.0,International with US Degree,47.0,5.8,18
"University Of Washington, Seattle (UW)",PhD,F13,Rejected,3.83,159.0,170.0,4.0,International,57.0,8.4,23
"Washington University, St. Louis (WUSTL)",PhD,F13,Wait listed,3.83,159.0,170.0,4.0,International,24.0,2.1,38
"University Of Texas, Austin (UT Austin)",PhD,F13,Accepted,3.83,159.0,170.0,4.0,International,42.0,5.4,29
Massachusetts Institute Of Technology (MIT),PhD,F13,Rejected,3.64,160.0,163.0,5.0,American,85.0,12.3,3
North Caroline State University (NCSU),MS,F13,Accepted,4.0,161.0,162.0,5.0,International,30.0,2.3,1000
Iowa State University (ISU),MS,S13,Accepted,3.1,146.0,168.0,3.0,International,15.0,1.5,156
"University Of Illinois, Chicago (UIC)",PhD,F13,Accepted,3.78,145.0,162.0,3.0,International,33.0,2.8,197
Colorado State University (CSU),PhD,F13,Wait listed,4.0,152.0,158.0,3.5,International,10.0,1.2,238
"University Of Maryland, College Park (UMD)",MS,F13,Rejected,3.8,160.0,164.0,4.0,International,52.0,6.4,98
George Mason University (GMU),MS,F13,Accepted,3.54,149.0,165.0,3.0,International,28.0,2.0,325
Massachusetts Institute Of Technology (MIT),PhD,F13,Rejected,3.65,160.0,168.0,4.5,American,85.0,12.3,3
Duke University,PhD,F13,Accepted,3.4,155.0,147.0,3.5,International,22.0,2.8,24
University Of Pennsylvania (UPenn),PhD,F13,Rejected,3.68,164.0,153.0,3.0,International,46.0,5.6,19
Massachusetts Institute Of Technology (MIT),PhD,F13,Rejected,4.0,158.0,170.0,3.0,International,85.0,12.3,3
North Caroline State University (NCSU),MS,F13,Rejected,3.2,152.0,163.0,3.0,International,30.0,2.3,1000
Massachusetts Institute Of Technology (MIT),PhD,F13,Rejected,3.87,150.0,170.0,4.0,International with US Degree,85.0,12.3,3
Massachusetts Institute Of Technology (MIT),PhD,F13,Rejected,3.92,154.0,165.0,3.5,International,85.0,12.3,3
"University Of Wisconsin, Madison",MS,F13,Accepted,3.79,161.0,161.0,4.5,International,48.0,5.9,27
Stanford University,PhD,F13,Rejected,4.0,169.0,168.0,4.5,International,57.0,11.5,4
Carnegie Mellon University (CMU),PhD,F13,Rejected,4.0,169.0,168.0,4.5,International,152.0,18.1,20
Massachusetts Institute Of Technology (MIT),PhD,F13,Rejected,4.0,169.0,168.0,4.5,International,85.0,12.3,3
"University Of Texas, Dallas (UT Dallas)",MS,F13,Accepted,4.0,146.0,164.0,2.0,International,34.0,2.3,260
"University Of California, Riverside (UCR)",PhD,F13,Accepted,3.25,155.0,165.0,3.0,International,36.0,2.8,117
Rensselaer Polytechnic Institute (RPI),MS,F13,Accepted,3.84,159.0,165.0,4.5,International,13.0,1.8,104
Colorado State University (CSU),MS,F13,Accepted,3.62,168.0,166.0,4.0,International,10.0,1.2,238
Carnegie Mellon University (CMU),PhD,F13,Rejected,3.72,169.0,152.0,3.5,International,152.0,18.1,20
"University Of California, Santa Cruz (UCSC)",PhD,F13,Accepted,3.65,166.0,150.0,3.5,International,32.0,2.7,68
Ohio State University (OSU),MS,F13,Rejected,3.3,154.0,159.0,3.5,International,35.0,3.4,66
Washington State University (WSU),PhD,F13,Accepted,2.85,150.0,170.0,3.0,International,12.0,1.4,325
Columbia University,PhD,F13,Rejected,3.27,150.0,160.0,4.0,International with US Degree,47.0,5.8,18
Drexel University,PhD,F13,Accepted,3.89,147.0,163.0,3.0,International,12.0,1.5,190
Massachusetts Institute Of Technology (MIT),PhD,F13,Rejected,4.0,169.0,170.0,4.5,American,85.0,12.3,3
Massachusetts Institute Of Technology (MIT),PhD,F13,Rejected,3.9,158.0,170.0,3.5,International,85.0,12.3,3
Carnegie Mellon University (CMU),PhD,F13,Rejected,3.0,158.0,163.0,4.5,International,152.0,18.1,20
Carnegie Mellon University (CMU),PhD,F13,Rejected,3.8,167.0,169.0,5.0,International with US Degree,152.0,18.1,20
University Of Houston,PhD,F13,Accepted,3.08,149.0,167.0,4.0,International,13.0,1.5,325
Carnegie Mellon University (CMU),PhD,F13,Rejected,3.89,144.0,166.0,3.0,International,152.0,18.1,20
"University Of Illinois, Urbana-Champaign (UIUC)",PhD,F13,Accepted,3.29,150.0,170.0,4.5,International,83.0,9.9,33
"Indiana University, Bloomington",PhD,F13,Accepted,3.57,149.0,167.0,3.5,International,42.0,2.6,156
"Washington University, St. Louis (WUSTL)",PhD,F13,Rejected,3.5,164.0,165.0,5.5,American,24.0,2.1,38
"University Of Massachusetts, Amherst (UMass)",MS,F13,Accepted,3.8,160.0,164.0,4.0,International,50.0,4.7,56
"University Of Wisconsin, Madison",PhD,F13,Accepted,3.85,162.0,163.0,3.5,International with US Degree,48.0,5.9,27
"Indiana University, Bloomington",PhD,F13,Accepted,3.57,152.0,168.0,4.0,International,42.0,2.6,156
"Indiana University, Bloomington",PhD,F13,Accepted,3.9,160.0,166.0,3.5,International with US Degree,42.0,2.6,156
Princeton University,MS,F13,Accepted,3.8,170.0,170.0,4.0,American,51.0,5.3,5
"University Of California, Irvine (UCI)",PhD,F13,Accepted,3.8,144.0,170.0,3.0,International,55.0,4.3,49
"University Of Massachusetts, Amherst (UMass)",MS,F13,Accepted,3.3,170.0,148.0,3.0,International,50.0,4.7,56
"University Of California, Irvine (UCI)",PhD,F13,Accepted,3.83,154.0,170.0,4.0,International,55.0,4.3,49
"University Of Texas, Austin (UT Austin)",PhD,F13,Accepted,3.88,166.0,166.0,3.0,International,42.0,5.4,29
Clemson University,PhD,F13,Rejected,3.89,147.0,163.0,3.0,International,16.0,1.3,375
Worcester Polythchnic Institute (WPI),MS,F13,Accepted,3.74,151.0,157.0,4.5,American,20.0,1.5,1000
Stanford University,PhD,F13,Rejected,3.75,168.0,160.0,4.0,International,57.0,11.5,4
Colorado State University (CSU),MS,F13,Accepted,3.36,160.0,165.0,4.0,International,10.0,1.2,238
Columbia University,PhD,F13,Rejected,3.7,165.0,166.0,4.5,American,47.0,5.8,18
Virginia Tech,PhD,F13,Accepted,2.9,145.0,163.0,3.0,International,39.0,2.4,72
Georgia Institute Of Technology (GTech),MS,F13,Accepted,3.33,167.0,170.0,5.5,American,73.0,6.7,27
"University Of California, Irvine (UCI)",PhD,F13,Accepted,3.56,151.0,169.0,4.0,International,55.0,4.3,49
Massachusetts Institute Of Technology (MIT),PhD,F13,Rejected,4.0,156.0,165.0,3.5,International,85.0,12.3,3
Brown University,PhD,F13,Rejected,3.53,154.0,167.0,4.5,American,26.0,3.3,55
Virginia Tech,PhD,F13,Accepted,3.35,160.0,162.0,4.0,International,39.0,2.4,72
Brown University,PhD,F13,Rejected,3.93,149.0,169.0,4.0,International with US Degree,26.0,3.3,55
Brown University,PhD,F13,Rejected,3.8,159.0,170.0,4.0,International,26.0,3.3,55
University Of Delaware,PhD,F13,Accepted,3.43,163.0,163.0,4.5,International,11.0,1.4,159
Brown University,PhD,F13,Rejected,3.43,163.0,163.0,4.5,International,26.0,3.3,55
Massachusetts Institute Of Technology (MIT),PhD,F13,Accepted,3.9,170.0,152.0,4.5,International,85.0,12.3,3
Massachusetts Institute Of Technology (MIT),PhD,F13,Rejected,3.95,160.0,163.0,4.0,International,85.0,12.3,3
Ohio State University (OSU),PhD,F13,Accepted,3.8,144.0,170.0,3.0,International,35.0,3.4,66
University Of South Carolina,PhD,F13,Accepted,3.62,168.0,166.0,4.0,International,12.0,1.4,213
Brown University,MS,F13,Accepted,3.86,154.0,160.0,3.0,International,26.0,3.3,55
Cornell University,MS,F13,Accepted,3.5,151.0,170.0,3.0,International,68.0,8.7,14
"University Of Wisconsin, Madison",PhD,F13,Accepted,3.9,158.0,170.0,3.5,International,48.0,5.9,27
Cornell University,MS,F13,Accepted,3.8,160.0,166.0,4.5,International,68.0,8.7,14
Cornell University,MS,F13,Accepted,3.5,170.0,151.0,3.0,International,68.0,8.7,14
Rensselaer Polytechnic Institute (RPI),PhD,F13,Rejected,3.28,157.0,164.0,3.0,International,13.0,1.8,104
Michigan State University (MSU),PhD,F13,Accepted,3.5,161.0,169.0,5.0,American,19.0,1.9,122
Massachusetts Institute Of Technology (MIT),PhD,F13,Rejected,3.99,167.0,164.0,4.5,American,85.0,12.3,3
Cornell University,MS,F13,Accepted,3.75,152.0,157.0,3.0,American,68.0,8.7,14
Brown University,MS,F13,Accepted,3.87,145.0,167.0,3.0,International with US Degree,26.0,3.3,55
"University Of Massachusetts, Amherst (UMass)",MS,F13,Accepted,3.81,168.0,164.0,5.5,American,50.0,4.7,56
Brown University,MS,F13,Accepted,3.6,165.0,165.0,5.5,International,26.0,3.3,55
Brown University,MS,F13,Accepted,3.6,165.0,165.0,5.5,International,26.0,3.3,55
Brown University,MS,F13,Accepted,3.84,160.0,165.0,3.0,International,26.0,3.3,55
Pennsylvania State University (Penn State),PhD,F13,Accepted,3.57,152.0,168.0,4.0,International,33.0,3.4,109
Washington State University (WSU),MS,F13,Rejected,3.0,150.0,162.0,3.0,International,12.0,1.4,325
Colorado State University (CSU),PhD,F13,Wait listed,4.0,152.0,158.0,3.5,International,10.0,1.2,238
Massachusetts Institute Of Technology (MIT),PhD,F13,Rejected,3.98,165.0,167.0,5.0,American,85.0,12.3,3
Carnegie Mellon University (CMU),MS,F13,Accepted,3.54,160.0,166.0,3.5,International,152.0,18.1,20
"University Of California, Santa Cruz (UCSC)",MS,F13,Rejected,3.2,157.0,165.0,3.2,International,32.0,2.7,68
University Of Southern California (USC),MS,F13,Rejected,3.93,163.0,170.0,4.5,International,50.0,5.7,73
University Of Southern California (USC),MS,F13,Rejected,3.87,142.0,167.0,4.0,International,50.0,5.7,73
"University Of California, San Diego (UCSD)",PhD,F13,Rejected,3.69,169.0,157.0,4.0,American,53.0,6.9,32
"University Of California, Riverside (UCR)",PhD,F13,Accepted,3.7,167.0,151.0,3.5,International,36.0,2.8,117
Georgia Institute Of Technology (GTech),PhD,F13,Accepted,3.8,167.0,169.0,5.0,International with US Degree,73.0,6.7,27
"University Of California, San Diego (UCSD)",PhD,F13,Accepted,3.9,156.0,168.0,4.5,American,53.0,6.9,32
"University Of California, Santa Cruz (UCSC)",PhD,F13,Rejected,4.0,155.0,170.0,3.5,International,32.0,2.7,68
"University Of California, Santa Cruz (UCSC)",PhD,F13,Rejected,4.0,170.0,155.0,3.5,International,32.0,2.7,68
Ohio State University (OSU),PhD,F13,Accepted,3.92,154.0,165.0,3.5,International,35.0,3.4,66
Rensselaer Polytechnic Institute (RPI),PhD,F13,Accepted,3.4,155.0,168.0,4.0,International,13.0,1.8,104
"University Of California, Irvine (UCI)",PhD,F13,Accepted,3.4,155.0,168.0,4.0,International,55.0,4.3,49
Princeton University,PhD,F13,Rejected,3.87,168.0,146.0,3.5,International with US Degree,51.0,5.3,5
"University Of Texas, Dallas (UT Dallas)",PhD,F13,Accepted,3.65,138.0,164.0,3.5,International,34.0,2.3,260
Ohio State University (OSU),PhD,F13,Accepted,3.59,160.0,166.0,3.5,International,35.0,3.4,66
Colorado State University (CSU),PhD,F13,Rejected,3.96,147.0,161.0,3.5,International,10.0,1.2,238
University Of Arizona,PhD,F13,Accepted,3.7,143.0,158.0,3.0,International,19.0,1.6,95
"University Of California, Irvine (UCI)",PhD,F13,Accepted,3.81,144.0,159.0,3.0,International,55.0,4.3,49
"University Of California, Santa Cruz (UCSC)",PhD,F13,Rejected,3.7,152.0,170.0,4.0,International,32.0,2.7,68
"University Of California, Santa Cruz (UCSC)",MS,F13,Accepted,3.23,158.0,160.0,4.0,International,32.0,2.7,68
North Caroline State University (NCSU),PhD,F13,Rejected,3.68,160.0,166.0,4.5,International,30.0,2.3,1000
Clemson University,MS,F13,Accepted,3.84,159.0,165.0,4.5,International,16.0,1.3,375
George Mason University (GMU),MS,F13,Accepted,3.47,161.0,151.0,3.5,International,28.0,2.0,325
"University Of California, Santa Cruz (UCSC)",PhD,F13,Rejected,3.8,167.0,166.0,4.5,International with US Degree,32.0,2.7,68
"University Of California, Santa Cruz (UCSC)",PhD,F13,Rejected,3.73,158.0,159.0,4.5,American,32.0,2.7,68
Brown University,PhD,F13,Accepted,3.6,165.0,167.0,4.5,American,26.0,3.3,55
Purdue University,PhD,F13,Accepted,3.92,144.0,164.0,3.5,International,53.0,4.8,106
Rutgers University,PhD,F13,Accepted,3.9,145.0,166.0,3.0,International,43.0,3.6,105
Princeton University,PhD,F13,Wait listed,3.4,159.0,165.0,3.5,International,51.0,5.3,5
Arizona State University (ASU),PhD,F13,Rejected,3.72,143.0,162.0,3.0,International,26.0,2.3,161
Stanford University,MS,F13,Accepted,3.95,157.0,163.0,4.0,American,57.0,11.5,4
Stanford University,PhD,F13,Wait listed,3.9,158.0,170.0,4.0,American,57.0,11.5,4
Northeastern University,PhD,F13,Accepted,3.83,160.0,167.0,4.0,American,55.0,4.7,213
Northeastern University,PhD,F13,Accepted,3.1,149.0,167.0,4.0,International,55.0,4.7,213
Purdue University,MS,F13,Accepted,3.64,154.0,164.0,3.0,International,53.0,4.8,106
"University Of Massachusetts, Amherst (UMass)",MS,F13,Accepted,3.9,170.0,163.0,4.0,International,50.0,4.7,56
University Of Virginia (UVA),PhD,F13,Rejected,3.7,167.0,166.0,4.5,International with US Degree,21.0,2.4,72
"University Of Massachusetts, Amherst (UMass)",MS,F13,Accepted,3.6,158.0,163.0,4.0,International,50.0,4.7,56
"University Of Wisconsin, Madison",MS,F13,Rejected,3.6,158.0,163.0,4.0,International,48.0,5.9,27
"Indiana University, Bloomington",PhD,F13,Accepted,3.63,163.0,170.0,4.5,American,42.0,2.6,156
Cornell University,Other,F13,Rejected,3.98,150.0,169.0,4.0,International,68.0,8.7,14
