university,degree,season,decision,gpa,gre_verbal,gre_quant,gre_writing,status,uni_faculty,uni_pub,world_ranking
"University Of California, Berkeley (UCB)",PhD,F11,Rejected,3.95,157.0,166.0,5.0,International with US Degree,83.0,11.1,8
"University Of California, Berkeley (UCB)",PhD,F11,Rejected,3.83,160.0,164.0,4.5,American,83.0,11.1,8
"University Of California, Berkeley (UCB)",PhD,F11,Rejected,3.2,160.0,166.0,4.5,International,83.0,11.1,8
"University Of California, Berkeley (UCB)",PhD,F11,Rejected,3.2,159.0,163.0,3.5,International,83.0,11.1,8
"University Of California, Berkeley (UCB)",PhD,F11,Rejected,3.32,162.0,164.0,4.5,American,83.0,11.1,8
"University Of California, Berkeley (UCB)",PhD,F11,Rejected,3.4,152.0,159.0,3.0,American,83.0,11.1,8
Columbia University,PhD,F11,Rejected,3.62,165.0,166.0,5.0,International,47.0,5.8,18
"University Of California, Los Angeles (UCLA)",PhD,F11,Rejected,2.9,156.0,160.0,5.5,American,37.0,5.0,11
"University Of Maryland, College Park (UMD)",MS,F11,Accepted,3.6,155.0,166.0,3.5,International,52.0,6.4,98
"University Of Texas, Austin (UT Austin)",PhD,F11,Rejected,3.8,156.0,166.0,5.0,American,42.0,5.4,29
"University Of California, Davis (UCD)",PhD,F11,Accepted,3.32,162.0,164.0,4.5,American,28.0,2.9,54
University Of Southern California (USC),PhD,F11,Rejected,3.9,162.0,151.0,5.5,American,50.0,5.7,73
Johns Hopkins University (JHU),PhD,F11,Accepted,3.7,160.0,166.0,4.5,American,22.0,2.4,13
Cornell University,PhD,F11,Rejected,3.5,159.0,164.0,4.5,American,68.0,8.7,14
Carnegie Mellon University (CMU),MS,F11,Accepted,3.8,170.0,156.0,4.0,International,152.0,18.1,20
Purdue University,MS,F11,Rejected,3.72,162.0,166.0,4.0,International,53.0,4.8,106
"University Of Texas, Austin (UT Austin)",MS,F11,Rejected,3.72,162.0,166.0,4.0,International,42.0,5.4,29
George Washington University (GWU),MS,F11,Accepted,3.7,158.0,163.0,3.5,International,11.0,1.4,95
"University Of Maryland, College Park (UMD)",MS,F11,Rejected,3.2,168.0,166.0,4.0,International,52.0,6.4,98
"University Of Maryland, College Park (UMD)",PhD,F11,Rejected,3.8,162.0,166.0,5.0,International,52.0,6.4,98
"University Of Texas, Austin (UT Austin)",MS,F11,Rejected,3.4,166.0,166.0,4.0,International,42.0,5.4,29
Purdue University,MS,F11,Rejected,3.4,166.0,166.0,4.0,International,53.0,4.8,106
"University Of Minnesota, Twin Cities (UMN)",MS,F11,Accepted,3.71,152.0,166.0,3.5,International,37.0,3.1,52
Purdue University,MS,F11,Accepted,3.71,152.0,166.0,3.5,International,53.0,4.8,106
University Of Chicago (UChicago),MS,F11,Accepted,3.54,159.0,166.0,4.5,American,23.0,2.7,12
University Of Pennsylvania (UPenn),MS,F11,Accepted,3.54,159.0,166.0,4.5,American,46.0,5.6,19
Purdue University,MS,F11,Rejected,3.4,166.0,166.0,4.0,International,53.0,4.8,106
"University Of California, Los Angeles (UCLA)",PhD,F11,Rejected,3.3,155.0,160.0,4.0,International,37.0,5.0,11
"University Of California, Los Angeles (UCLA)",PhD,F11,Accepted,3.6,160.0,166.0,3.5,International,37.0,5.0,11
Yale University,PhD,F11,Rejected,3.95,165.0,164.0,5.0,International,26.0,2.5,10
Purdue University,PhD,F11,Rejected,3.85,139.0,166.0,3.0,International,53.0,4.8,106
Yale University,MS,F11,Rejected,3.92,170.0,143.0,3.5,International,26.0,2.5,10
Purdue University,MS,F11,Rejected,3.35,165.0,166.0,4.0,International,53.0,4.8,106
Brown University,PhD,F11,Rejected,3.7,170.0,144.0,3.5,International,26.0,3.3,55
Brown University,PhD,F11,Rejected,3.3,155.0,160.0,4.0,International,26.0,3.3,55
Brown University,PhD,F11,Rejected,3.92,162.0,166.0,5.5,American,26.0,3.3,55
Carnegie Mellon University (CMU),PhD,F11,Rejected,3.44,155.0,164.0,4.0,International,152.0,18.1,20
"University Of Massachusetts, Amherst (UMass)",MS,F11,Accepted,3.98,139.0,158.0,3.0,International,50.0,4.7,56
"Indiana University, Bloomington",MS,F11,Accepted,3.9,169.0,166.0,4.5,International with US Degree,42.0,2.6,156
Carnegie Mellon University (CMU),PhD,F11,Rejected,3.44,146.0,166.0,4.0,American,152.0,18.1,20
Boston University (BU),MS,F11,Rejected,3.2,162.0,155.0,5.5,American,22.0,2.5,59
Temple University,PhD,F11,Accepted,3.6,170.0,141.0,3.5,International,12.0,1.5,375
"University Of Washington, Seattle (UW)",PhD,F11,Rejected,3.44,143.0,166.0,4.0,American,57.0,8.4,23
Yale University,MS,F11,Accepted,3.9,161.0,166.0,6.0,American,26.0,2.5,10
University Of Pennsylvania (UPenn),MS,F11,Accepted,3.81,153.0,166.0,4.0,International,46.0,5.6,19
Carnegie Mellon University (CMU),PhD,F11,Rejected,3.8,158.0,163.0,3.5,International,152.0,18.1,20
Carnegie Mellon University (CMU),PhD,F11,Rejected,3.7,157.0,166.0,3.0,International,152.0,18.1,20
Brown University,MS,F11,Accepted,3.54,159.0,166.0,4.5,American,26.0,3.3,55
"University Of Maryland, College Park (UMD)",PhD,F11,Accepted,3.8,164.0,166.0,4.5,International,52.0,6.4,98
Yale University,PhD,F11,Accepted,3.9,156.0,164.0,4.0,American,26.0,2.5,10
University Of Central Florida (UCF),PhD,S11,Accepted,3.77,164.0,166.0,3.5,Other,24.0,2.0,1000
Cornell University,PhD,F11,Rejected,3.8,156.0,166.0,3.5,International with US Degree,68.0,8.7,14
"University Of Massachusetts, Amherst (UMass)",PhD,F11,Accepted,3.92,162.0,166.0,5.5,American,50.0,4.7,56
"Texas A&M University, College Station (TAMU)",MS,F11,Rejected,3.9,156.0,166.0,3.0,International,38.0,3.1,164
Cornell University,PhD,F11,Rejected,3.4,152.0,159.0,3.0,American,68.0,8.7,14
Cornell University,PhD,F11,Rejected,3.1,162.0,166.0,3.0,International,68.0,8.7,14
Carnegie Mellon University (CMU),MS,F11,Rejected,3.3,170.0,166.0,4.0,American,152.0,18.1,20
Cornell University,PhD,F11,Rejected,3.84,156.0,166.0,4.5,American,68.0,8.7,14
Cornell University,PhD,F11,Rejected,3.83,170.0,151.0,3.0,International with US Degree,68.0,8.7,14
Cornell University,PhD,F11,Rejected,4.0,162.0,166.0,5.5,American,68.0,8.7,14
Cornell University,PhD,F11,Rejected,3.5,154.0,166.0,4.0,International,68.0,8.7,14
Cornell University,PhD,F11,Rejected,3.75,151.0,166.0,3.5,International,68.0,8.7,14
Carnegie Mellon University (CMU),PhD,F11,Rejected,3.7,157.0,166.0,3.0,International,152.0,18.1,20
Northeastern University,PhD,F11,Accepted,3.75,162.0,166.0,3.0,International with US Degree,55.0,4.7,213
"University Of Texas, Austin (UT Austin)",PhD,F11,Accepted,3.98,158.0,166.0,4.0,Other,42.0,5.4,29
Carnegie Mellon University (CMU),MS,F11,Accepted,3.6,166.0,163.0,4.0,American,152.0,18.1,20
"University Of Massachusetts, Amherst (UMass)",MS,F11,Rejected,3.8,166.0,159.0,5.0,International,50.0,4.7,56
Massachusetts Institute Of Technology (MIT),PhD,F11,Rejected,3.9,168.0,166.0,4.5,American,85.0,12.3,3
"University Of Michigan, Ann Arbor (UMich)",MS,F11,Accepted,3.9,168.0,166.0,4.5,American,63.0,8.6,15
Carnegie Mellon University (CMU),MS,F11,Accepted,3.9,168.0,166.0,4.5,American,152.0,18.1,20
"University Of California, Los Angeles (UCLA)",PhD,F11,Rejected,3.3,152.0,163.0,4.0,International with US Degree,37.0,5.0,11
Carnegie Mellon University (CMU),PhD,F11,Rejected,3.8,158.0,163.0,3.5,International,152.0,18.1,20
Carnegie Mellon University (CMU),PhD,F11,Rejected,4.0,160.0,166.0,4.0,International,152.0,18.1,20
Carnegie Mellon University (CMU),PhD,F11,Rejected,3.85,161.0,161.0,4.5,International with US Degree,152.0,18.1,20
"University Of Maryland, College Park (UMD)",PhD,F11,Accepted,3.87,160.0,166.0,4.5,International with US Degree,52.0,6.4,98
Carnegie Mellon University (CMU),PhD,F11,Rejected,3.8,149.0,166.0,3.5,International,152.0,18.1,20
Worcester Polythchnic Institute (WPI),MS,F11,Accepted,3.63,170.0,139.0,3.0,International,20.0,1.5,1000
"University Of Maryland, College Park (UMD)",PhD,F11,Accepted,3.6,160.0,166.0,3.5,International,52.0,6.4,98
"University Of California, Santa Cruz (UCSC)",PhD,F11,Accepted,3.6,170.0,142.0,3.0,International,32.0,2.7,68
Massachusetts Institute Of Technology (MIT),PhD,F11,Wait listed,3.93,167.0,163.0,4.5,American,85.0,12.3,3
"University Of California, Santa Barbara (UCSB)",PhD,F11,Accepted,3.7,152.0,166.0,4.0,International,25.0,3.5,29
"University Of California, Santa Cruz (UCSC)",PhD,F11,Rejected,3.63,145.0,164.0,2.5,International,32.0,2.7,68
Carnegie Mellon University (CMU),MS,F11,Rejected,3.3,170.0,166.0,4.0,American,152.0,18.1,20
Carnegie Mellon University (CMU),PhD,F11,Rejected,4.0,152.0,159.0,5.5,American,152.0,18.1,20
Carnegie Mellon University (CMU),PhD,F11,Rejected,4.0,169.0,166.0,5.0,International with US Degree,152.0,18.1,20
Carnegie Mellon University (CMU),PhD,F11,Rejected,3.5,156.0,159.0,4.0,American,152.0,18.1,20
Carnegie Mellon University (CMU),PhD,F11,Rejected,3.84,156.0,166.0,4.5,American,152.0,18.1,20
Carnegie Mellon University (CMU),PhD,F11,Rejected,3.85,152.0,166.0,4.5,American,152.0,18.1,20
Carnegie Mellon University (CMU),PhD,F11,Rejected,3.99,155.0,164.0,3.5,International,152.0,18.1,20
Massachusetts Institute Of Technology (MIT),PhD,F11,Rejected,3.95,154.0,166.0,5.5,American,85.0,12.3,3
Carnegie Mellon University (CMU),PhD,F11,Rejected,3.95,154.0,166.0,5.5,American,152.0,18.1,20
Massachusetts Institute Of Technology (MIT),PhD,F11,Rejected,3.99,155.0,164.0,3.5,International,85.0,12.3,3
Massachusetts Institute Of Technology (MIT),MS,S11,Rejected,3.71,154.0,161.0,4.5,American,85.0,12.3,3
Massachusetts Institute Of Technology (MIT),PhD,F11,Rejected,3.99,155.0,164.0,3.5,International,85.0,12.3,3
"University Of Washington, Seattle (UW)",MS,F11,Rejected,3.2,170.0,155.0,4.5,International,57.0,8.4,23
"Texas A&M University, College Station (TAMU)",PhD,F11,Accepted,3.9,159.0,164.0,4.0,International with US Degree,38.0,3.1,164
Johns Hopkins University (JHU),PhD,F11,Accepted,3.78,159.0,164.0,3.0,International,22.0,2.4,13
Massachusetts Institute Of Technology (MIT),PhD,F11,Rejected,3.98,161.0,166.0,6.0,American,85.0,12.3,3
Massachusetts Institute Of Technology (MIT),PhD,F11,Rejected,3.7,139.0,164.0,3.5,International,85.0,12.3,3
"University Of California, Santa Cruz (UCSC)",MS,F11,Accepted,3.93,159.0,163.0,4.5,Other,32.0,2.7,68
Yale University,MS,F11,Accepted,4.0,165.0,166.0,3.0,International,26.0,2.5,10
"University Of Texas, Dallas (UT Dallas)",PhD,F11,Accepted,3.5,161.0,163.0,3.0,International,34.0,2.3,260
"University Of Illinois, Urbana-Champaign (UIUC)",PhD,F11,Accepted,3.54,160.0,159.0,4.0,International,83.0,9.9,33
Tufts University,PhD,F11,Accepted,4.0,164.0,163.0,5.5,American,13.0,1.6,53
"University Of Maryland, College Park (UMD)",PhD,F11,Accepted,3.94,157.0,158.0,5.0,American,52.0,6.4,98
Stanford University,PhD,F11,Rejected,3.73,163.0,158.0,4.5,International with US Degree,57.0,11.5,4
"University Of Massachusetts, Amherst (UMass)",PhD,F11,Accepted,3.7,160.0,161.0,5.0,American,50.0,4.7,56
"University Of California, Santa Barbara (UCSB)",PhD,F11,Accepted,3.7,160.0,161.0,5.0,American,25.0,3.5,29
"University Of Massachusetts, Amherst (UMass)",PhD,F11,Rejected,3.2,168.0,166.0,4.0,International,50.0,4.7,56
Harvard University,PhD,F11,Accepted,3.93,143.0,160.0,3.5,International,29.0,4.2,2
Stanford University,PhD,F11,Accepted,3.9,151.0,164.0,3.5,International,57.0,11.5,4
"University Of Michigan, Ann Arbor (UMich)",PhD,F11,Accepted,3.6,164.0,164.0,5.0,American,63.0,8.6,15
"University Of Minnesota, Twin Cities (UMN)",MS,F11,Accepted,3.8,164.0,166.0,3.5,International,37.0,3.1,52
"Washington University, St. Louis (WUSTL)",PhD,F11,Accepted,3.95,160.0,166.0,4.0,International,24.0,2.1,38
"University Of Colorado, Boulder",PhD,F11,Accepted,3.7,159.0,164.0,4.5,American,47.0,3.0,67
"University Of Illinois, Urbana-Champaign (UIUC)",PhD,F11,Rejected,3.7,166.0,166.0,5.0,American,83.0,9.9,33
"University Of California, Irvine (UCI)",MS,F11,Accepted,3.2,158.0,159.0,3.5,International,55.0,4.3,49
University Of Southern California (USC),PhD,F11,Accepted,3.97,170.0,141.0,3.0,International,50.0,5.7,73
Virginia Tech,PhD,F11,Accepted,3.7,160.0,166.0,4.5,American,39.0,2.4,72
"University Of California, San Diego (UCSD)",MS,F11,Accepted,3.8,170.0,161.0,5.0,American,53.0,6.9,32
"Washington University, St. Louis (WUSTL)",PhD,F11,Rejected,3.74,158.0,161.0,4.0,International,24.0,2.1,38
"Washington University, St. Louis (WUSTL)",PhD,F11,Rejected,3.69,156.0,161.0,4.0,International,24.0,2.1,38
University Of Pennsylvania (UPenn),PhD,F11,Rejected,4.0,163.0,166.0,4.0,International,46.0,5.6,19
"Washington University, St. Louis (WUSTL)",PhD,F11,Rejected,3.7,170.0,142.0,3.0,International,24.0,2.1,38
Princeton University,PhD,F11,Rejected,3.9,170.0,149.0,4.0,International,51.0,5.3,5
"University Of Massachusetts, Amherst (UMass)",PhD,F11,Accepted,3.7,162.0,166.0,4.5,American,50.0,4.7,56
University Of Pennsylvania (UPenn),PhD,F11,Rejected,3.1,162.0,166.0,3.0,International,46.0,5.6,19
"University Of Massachusetts, Amherst (UMass)",PhD,F11,Accepted,3.8,170.0,149.0,4.0,International,50.0,4.7,56
Purdue University,PhD,F11,Accepted,3.8,162.0,164.0,4.5,American,53.0,4.8,106
"University Of California, San Diego (UCSD)",PhD,F11,Accepted,3.91,164.0,166.0,5.5,American,53.0,6.9,32
University Of Pennsylvania (UPenn),PhD,F11,Rejected,3.8,146.0,166.0,3.0,International with US Degree,46.0,5.6,19
"University Of Michigan, Ann Arbor (UMich)",PhD,F11,Accepted,3.47,170.0,145.0,4.0,International,63.0,8.6,15
Princeton University,PhD,F11,Rejected,3.95,165.0,164.0,5.0,International,51.0,5.3,5
University Of Pennsylvania (UPenn),PhD,F11,Rejected,3.4,153.0,159.0,5.0,American,46.0,5.6,19
University Of Pennsylvania (UPenn),PhD,F11,Rejected,4.0,168.0,164.0,5.0,American,46.0,5.6,19
Stanford University,PhD,F11,Rejected,3.94,167.0,166.0,5.0,International,57.0,11.5,4
Brown University,PhD,F11,Accepted,3.85,152.0,161.0,5.5,American,26.0,3.3,55
Nothwestern University,PhD,F11,Accepted,3.99,170.0,147.0,3.5,American,37.0,3.4,26
Princeton University,PhD,F11,Rejected,3.84,156.0,166.0,4.5,American,51.0,5.3,5
Stanford University,PhD,F11,Rejected,3.84,156.0,166.0,4.5,American,57.0,11.5,4
Georgia Institute Of Technology (GTech),PhD,F11,Accepted,3.9,163.0,163.0,4.0,International with US Degree,73.0,6.7,27
University Of Utah (UoU),PhD,F11,Accepted,3.8,143.0,166.0,3.5,International,40.0,3.6,83
Princeton University,MS,F11,Accepted,3.4,170.0,166.0,4.5,International,51.0,5.3,5
Stanford University,PhD,F11,Accepted,3.93,143.0,160.0,3.5,International,57.0,11.5,4
"University Of California, Irvine (UCI)",MS,F11,Accepted,3.2,151.0,166.0,3.5,International,55.0,4.3,49
"University Of California, Irvine (UCI)",MS,F11,Accepted,3.1,151.0,166.0,3.5,International,55.0,4.3,49
University Of Southern California (USC),MS,F11,Accepted,3.92,170.0,143.0,3.5,International,50.0,5.7,73
Stanford University,PhD,F11,Rejected,4.0,162.0,166.0,5.0,International,57.0,11.5,4
Stanford University,PhD,F11,Accepted,3.95,149.0,166.0,4.5,American,57.0,11.5,4
Rensselaer Polytechnic Institute (RPI),PhD,F11,Accepted,3.3,168.0,166.0,5.0,International,13.0,1.8,104
"University Of California, Berkeley (UCB)",PhD,F11,Accepted,3.6,164.0,166.0,3.0,International,83.0,11.1,8
Princeton University,MS,F11,Rejected,3.7,139.0,164.0,3.5,International,51.0,5.3,5
Stanford University,PhD,F11,Rejected,3.37,160.0,160.0,4.5,International,57.0,11.5,4
Stanford University,PhD,F11,Accepted,3.73,164.0,166.0,4.0,International,57.0,11.5,4
Princeton University,PhD,F11,Rejected,3.82,170.0,147.0,3.5,International,51.0,5.3,5
Princeton University,PhD,F11,Rejected,3.37,160.0,160.0,4.5,International,51.0,5.3,5
"Ohio State University, Columbus (OSU)",PhD,F11,Accepted,3.8,162.0,164.0,4.5,American,35.0,3.4,66
"University Of Wisconsin, Madison",PhD,F11,Accepted,3.8,162.0,164.0,4.5,American,48.0,5.9,27
Stanford University,PhD,F11,Accepted,3.93,165.0,166.0,5.0,American,57.0,11.5,4
Stanford University,PhD,F11,Accepted,3.83,164.0,164.0,5.5,International with US Degree,57.0,11.5,4
Princeton University,PhD,F11,Accepted,3.73,164.0,166.0,4.0,International,51.0,5.3,5
University Of Pennsylvania (UPenn),PhD,F11,Accepted,4.0,162.0,166.0,5.5,American,46.0,5.6,19
Clemson University,PhD,F11,Accepted,3.9,170.0,148.0,4.0,International with US Degree,16.0,1.3,375
Princeton University,PhD,F11,Accepted,3.9,161.0,166.0,6.0,American,51.0,5.3,5
Harvard University,PhD,F11,Accepted,3.8,151.0,166.0,5.0,American,29.0,4.2,2
"Washington University, St. Louis (WUSTL)",PhD,F11,Accepted,3.63,164.0,159.0,5.0,International with US Degree,24.0,2.1,38
Northeastern University,MS,F11,Accepted,3.1,162.0,166.0,3.0,International,55.0,4.7,213
"University Of Michigan, Ann Arbor (UMich)",MS,F11,Accepted,3.9,162.0,166.0,4.5,International with US Degree,63.0,8.6,15
"University Of California, Los Angeles (UCLA)",PhD,F11,Accepted,3.6,152.0,166.0,3.5,International,37.0,5.0,11
"University Of California, Los Angeles (UCLA)",PhD,F11,Accepted,3.8,154.0,166.0,5.5,American,37.0,5.0,11
"University Of Illinois, Urbana-Champaign (UIUC)",PhD,F11,Accepted,3.8,159.0,164.0,3.5,International,83.0,9.9,33
University Of South Carolina,PhD,F11,Accepted,4.0,168.0,164.0,5.0,American,12.0,1.4,213
"University Of Illinois, Chicago (UIC)",MS,F11,Accepted,3.8,153.0,161.0,4.0,International,33.0,2.8,197
Rensselaer Polytechnic Institute (RPI),PhD,F11,Rejected,3.11,167.0,166.0,4.0,International,13.0,1.8,104
"University Of Texas, Austin (UT Austin)",PhD,F11,Accepted,3.8,159.0,166.0,3.5,International,42.0,5.4,29
University Of Utah (UoU),PhD,F11,Accepted,3.94,157.0,158.0,5.0,American,40.0,3.6,83
"University Of California, San Diego (UCSD)",MS,F11,Accepted,3.91,146.0,155.0,4.5,International with US Degree,53.0,6.9,32
University Of Pennsylvania (UPenn),PhD,F11,Accepted,3.8,151.0,166.0,5.0,American,46.0,5.6,19
"University Of Maryland, College Park (UMD)",PhD,F11,Accepted,3.32,162.0,164.0,4.5,American,52.0,6.4,98
"University Of Massachusetts, Amherst (UMass)",PhD,F11,Accepted,3.99,158.0,161.0,3.5,American,50.0,4.7,56
"University Of Massachusetts, Amherst (UMass)",PhD,F11,Accepted,3.5,156.0,159.0,4.0,American,50.0,4.7,56
"University Of Washington, Seattle (UW)",PhD,F11,Accepted,3.95,162.0,166.0,4.0,International,57.0,8.4,23
University Of Pennsylvania (UPenn),MS,F11,Rejected,3.9,154.0,164.0,4.0,International,46.0,5.6,19
"University Of Washington, Seattle (UW)",PhD,F11,Rejected,3.4,151.0,166.0,3.5,Other,57.0,8.4,23
"University Of Washington, Seattle (UW)",PhD,F11,Rejected,4.0,159.0,166.0,4.0,International with US Degree,57.0,8.4,23
"University Of Illinois, Urbana-Champaign (UIUC)",PhD,F11,Accepted,4.0,170.0,141.0,3.0,International,83.0,9.9,33
University Of Central Florida (UCF),PhD,F11,Accepted,3.95,153.0,160.0,4.5,International with US Degree,24.0,2.0,1000
Rensselaer Polytechnic Institute (RPI),PhD,F11,Accepted,3.66,165.0,166.0,4.5,American,13.0,1.8,104
"University Of Washington, Seattle (UW)",PhD,F11,Accepted,3.87,160.0,166.0,4.5,International with US Degree,57.0,8.4,23
"University Of California, Berkeley (UCB)",PhD,F11,Rejected,4.0,168.0,166.0,5.5,International with US Degree,83.0,11.1,8
Georgia Institute Of Technology (GTech),PhD,F11,Accepted,3.85,152.0,166.0,4.5,American,73.0,6.7,27
University Of Central Florida (UCF),PhD,F11,Accepted,3.85,152.0,166.0,4.5,American,24.0,2.0,1000
"University Of Wisconsin, Madison",MS,F11,Accepted,3.7,161.0,152.0,4.5,American,48.0,5.9,27
"University Of Washington, Seattle (UW)",PhD,F11,Accepted,4.0,165.0,166.0,5.5,American,57.0,8.4,23
"University Of Texas, Austin (UT Austin)",PhD,F11,Accepted,3.8,166.0,166.0,4.5,International,42.0,5.4,29
"University Of Washington, Seattle (UW)",PhD,F11,Rejected,3.37,160.0,160.0,4.5,International,57.0,8.4,23
"University Of Washington, Seattle (UW)",PhD,F11,Rejected,4.0,160.0,166.0,5.0,American,57.0,8.4,23
"University Of Washington, Seattle (UW)",PhD,F11,Rejected,3.37,160.0,160.0,4.5,International,57.0,8.4,23
"University Of Massachusetts, Amherst (UMass)",MS,F11,Accepted,3.82,168.0,166.0,3.5,International,50.0,4.7,56
"University Of Washington, Seattle (UW)",PhD,F11,Rejected,3.87,159.0,166.0,3.5,International,57.0,8.4,23
"University Of Washington, Seattle (UW)",PhD,F11,Rejected,3.56,156.0,160.0,4.5,American,57.0,8.4,23
