"degree","decision_method","gpa","gre_verbal","gre_quant","status","uni_faculty","uni_pub","decision_month"
"PhD","Website",NA,NA,NA,"International",85,12.3,2
"PhD","E-mail",NA,167,165,"American",73,6.7,2
"MS","E-mail",NA,NA,NA,"International",73,6.7,3
"MS","Website",NA,NA,NA,"International",30,2.3,3
"PhD","E-mail",NA,NA,NA,"International",50,5.7,2
"MS","E-mail",3.73,153,170,"International with US Degree",30,2.3,3
"MS","E-mail",NA,NA,NA,"International",51,5.3,2
"PhD","E-mail",NA,NA,NA,"International with US Degree",50,4.7,2
"PhD","Website",NA,NA,NA,"American",24,2.1,2
"MS","E-mail",3.71,158,163,"American",11,1.4,3
"PhD","E-mail",NA,NA,NA,"American",152,18.1,2
"PhD","Website",3.94,158,164,"American",83,11.1,3
"MS","E-mail",NA,NA,NA,"Other",55,4.3,4
"PhD","Website",3.99,158,161,"American",53,4.8,3
"MS","E-mail",NA,NA,NA,"International",32,2.7,2
"PhD","Website",NA,157,163,"International with US Degree",73,6.7,2
"MS","E-mail",3.14,145,165,"International",10,1.3,1
"PhD","E-mail",3.5,160,155,"International",57,8.4,2
"MS","E-mail",3.97,169,140,"International with US Degree",19,1.9,5
"PhD","E-mail",NA,NA,NA,"American",19,2.8,1
"PhD","Website",4,158,166,"International with US Degree",15,1.8,4
"MS","E-mail",NA,151,168,"International",23,1.9,4
"MS","E-mail",NA,NA,NA,"International",25,3.5,2
"MS","Website",3.6,161,168,"American",83,11.1,3
"PhD","Website",NA,NA,NA,"American",85,12.3,2
"PhD","E-mail",NA,NA,NA,"American",22,2.4,1
"MS","E-mail",3.5,158,166,"International",10,1.2,4
"PhD","E-mail",3.87,160,166,"International with US Degree",52,6.4,2
"MS","E-mail",NA,NA,NA,"International",68,8.7,10
"MS","Website",3.4,153,165,"International",39,2.4,4
"PhD","E-mail",3.27,150,160,"International with US Degree",55,4.3,5
"PhD","E-mail",NA,NA,NA,"International",47,5.8,2
"PhD","Website",NA,156,169,"International",25,3.5,3
"MS","E-mail",NA,NA,NA,"International",26,2.5,2
"MS","E-mail",NA,164,163,"International",22,2.5,5
"MS","E-mail",NA,NA,NA,"International",38,3.1,4
"PhD","E-mail",NA,NA,NA,"International",35,3.4,3
"MS","Website",3.81,169,170,"American",73,6.7,3
"MS","E-mail",3.8,155,160,"American",24,2,3
"MS","E-mail",3.92,159,166,"International with US Degree",10,1.2,3
"MS","E-mail",NA,NA,NA,"International",35,3.4,3
"PhD","E-mail",NA,NA,NA,"American",50,5.7,4
"PhD","E-mail",NA,NA,NA,"International",152,18.1,2
"PhD","E-mail",NA,169,166,"American",63,8.6,5
"PhD","Website",3.2,159,168,"International",26,2.5,2
"PhD","Website",NA,NA,NA,"International",22,2.8,3
"MS","Website",3.88,164,168,"International",52,6.4,3
"PhD","E-mail",NA,NA,NA,"International",22,2.8,3
"MS","E-mail",3.7,158,170,"International",48,5.9,2
"MS","E-mail",NA,NA,NA,"American",83,9.9,11
"MS","E-mail",3.1,146,168,"International",15,1.5,10
"MS","Website",NA,NA,NA,"American",37,3.1,4
"PhD","Website",NA,NA,NA,"International",25,3.5,3
"MS","Website",NA,NA,NA,"International",83,11.1,3
"MS","E-mail",3.96,146,149,"International",26,3.3,2
"PhD","E-mail",NA,NA,NA,"International",NA,NA,3
"PhD","E-mail",NA,NA,NA,"American",43,3.6,2
"MS","E-mail",3.62,150,162,"International",53,6.9,3
"MS","E-mail",3.2,153,164,"International",53,6.9,4
"MS","E-mail",3.9,162,162,"International with US Degree",57,11.5,3
"PhD","E-mail",NA,NA,NA,"International with US Degree",152,18.1,2
"PhD","Phone",NA,NA,NA,"American",63,8.6,2
"PhD","E-mail",NA,NA,NA,"International",25,3.5,3
"PhD","Website",NA,NA,NA,"American",42,5.4,3
"PhD","E-mail",NA,NA,NA,"International with US Degree",53,4.8,2
"MS","E-mail",3.62,150,170,"International",22,2.8,4
"PhD","E-mail",NA,NA,NA,"American",85,12.3,2
"MS","E-mail",3.62,154,158,"International",47,5.8,4
"MS","E-mail",NA,NA,NA,"International",152,18.1,2
"PhD","Website",NA,NA,NA,"International",26,3.3,2
"PhD","E-mail",NA,NA,NA,"International with US Degree",15,1.9,3
"PhD","E-mail",NA,NA,NA,"International with US Degree",73,6.7,4
"PhD","E-mail",NA,NA,NA,"International",152,18.1,1
"MS","E-mail",3.5,163,170,"American",152,18.1,2
"PhD","E-mail",NA,NA,NA,"American",53,6.9,2
"PhD","E-mail",3.4,164,166,"American",29,4.2,2
"PhD","E-mail",4,160,168,"International",51,5.3,2
"MS","E-mail",NA,NA,NA,"International with US Degree",35,3.4,4
"PhD","Website",NA,NA,NA,"International",85,12.3,2
"MS","Website",NA,NA,NA,"International",85,12.3,2
"PhD","E-mail",NA,NA,NA,"Other",152,18.1,2
"MS","E-mail",NA,158,166,"International",55,4.3,2
"PhD","Website",NA,NA,NA,"International with US Degree",46,5.6,2
"PhD","E-mail",NA,168,164,"International",26,2.5,2
"PhD","E-mail",NA,NA,NA,"International",57,11.5,3
"MS","Website",3.84,170,154,"International with US Degree",25,3.5,3
"PhD","E-mail",NA,NA,NA,"International",23,1.9,3
"MS","E-mail",3.6,159,170,"International with US Degree",26,3.3,2
"PhD","E-mail",3.8,160,153,"American",48,5.9,3
"MS","E-mail",3.5,166,163,"International",22,2.4,10
"PhD","E-mail",NA,NA,NA,"International",52,6.4,2
"PhD","E-mail",3.92,154,165,"International",48,5.9,4
"MS","E-mail",NA,NA,NA,"International",42,5.4,3
"PhD","E-mail",NA,NA,NA,"International",53,4.8,3
"MS","Website",NA,NA,NA,"International",73,6.7,4
"MS","E-mail",3.9,154,166,"International with US Degree",83,11.1,3
"PhD","E-mail",NA,NA,NA,"International",83,9.9,3
"MS","E-mail",3.8,152,161,"International",47,3,3
"PhD","E-mail",NA,NA,NA,"American",32,2.7,2
"PhD","Website",NA,NA,NA,"International",50,4.7,3
"PhD","E-mail",3.51,150,165,"Other",43,3.6,3
"PhD","E-mail",3.62,164,159,"International with US Degree",15,1.9,3
"PhD","Other",NA,NA,NA,"International",42,5.4,3
"MS","E-mail",3.98,167,165,"American",28,2.9,2
"MS","E-mail",NA,NA,NA,"International",53,6.9,4
"PhD","E-mail",3.4,144,166,"International",39,2.4,2
"MS","E-mail",NA,NA,NA,"International",73,6.7,4
"PhD","E-mail",NA,NA,NA,"International with US Degree",57,11.5,2
"PhD","E-mail",NA,NA,NA,"International",22,1.9,4
"PhD","E-mail",3.2,167,167,"American",21,2.4,2
"PhD","E-mail",3.52,156,164,"American",15,1.9,3
"MS","E-mail",NA,NA,NA,"International",23,2.7,3
"MS","E-mail",2.9,160,168,"International",11,1.4,4
"PhD","E-mail",3.86,149,166,"International with US Degree",152,18.1,2
"PhD","E-mail",NA,NA,NA,"International",36,2.8,3
"MS","Website",NA,NA,NA,"International",42,5.4,3
"PhD","E-mail",NA,NA,NA,"International",38,3.1,5
"MS","E-mail",3.8,170,148,"International",152,18.1,3
"PhD","Website",NA,NA,NA,"International",42,5.4,3
"MS","E-mail",NA,NA,NA,"International",26,3.3,2
"MS","E-mail",NA,NA,NA,"International",25,3.5,2
"MS","Website",3.44,162,163,"International",50,4.7,4
"PhD","E-mail",3.6,159,170,"International",68,8.7,3
"PhD","E-mail",NA,NA,NA,"International",22,2.5,5
"MS","Website",3.2,161,161,"International",37,3.1,4
"PhD","E-mail",NA,NA,NA,"International with US Degree",24,2,1
"MS","E-mail",NA,NA,NA,"International",NA,NA,3
"PhD","Website",NA,NA,NA,"International",37,3.4,3
"PhD","E-mail",NA,NA,NA,"International",63,8.6,3
"MS","E-mail",NA,NA,NA,"International",40,3.6,3
"MS","E-mail",3.6,155,166,"International",22,2.4,3
"PhD","E-mail",NA,NA,NA,"International",53,6.9,2
"PhD","E-mail",NA,NA,NA,"American",57,11.5,2
"PhD","E-mail",3.9,165,169,"International",85,12.3,2
"PhD","E-mail",NA,NA,NA,"International",83,11.1,3
"MS","E-mail",3.73,163,164,"American",152,18.1,4
"MS","E-mail",3.3,170,153,"International",25,3.5,4
"MS","E-mail",3.7,164,154,"International",55,4.3,5
"PhD","E-mail",NA,NA,NA,"International with US Degree",24,2,3
"PhD","Website",NA,NA,NA,"American",85,12.3,2
"MS","E-mail",3.5,150,162,"International",23,1.9,4
"PhD","E-mail",NA,NA,NA,"American",46,5.6,1
"PhD","E-mail",NA,NA,NA,"International",57,8.4,2
"PhD","E-mail",NA,NA,NA,"International",55,4.3,2
"MS","E-mail",NA,NA,NA,"International",26,3.3,2
"PhD","Website",NA,NA,NA,"International",85,12.3,2
"PhD","Website",NA,NA,NA,"American",26,3.3,3
"MS","E-mail",3.53,163,158,"American",68,8.7,3
"PhD","Website",3.8,154,164,"International",38,3.1,3
"PhD","E-mail",3.47,156,161,"American",30,2.3,2
"PhD","Other",NA,NA,NA,"American",15,1.5,3
"MS","E-mail",NA,156,169,"International",22,2.8,11
"PhD","Website",NA,NA,NA,"International",83,11.1,2
"MS","E-mail",NA,NA,NA,"International",46,5.6,3
"PhD","Other",NA,NA,NA,"International",35,3.4,3
"MS","Other",NA,NA,NA,"American",46,4.3,3
"PhD","E-mail",3.75,157,163,"International with US Degree",48,5.9,3
"PhD","E-mail",NA,NA,NA,"International",20,2.3,4
"MS","E-mail",3.9,152,166,"International",51,5.3,2
"MS","E-mail",NA,NA,NA,"International",152,18.1,2
"PhD","E-mail",NA,NA,NA,"International",57,11.5,2
"PhD","E-mail",NA,NA,NA,"International",23,1.9,3
"PhD","E-mail",3.4,168,170,"International",152,18.1,3
"PhD","E-mail",NA,NA,NA,"International",73,6.7,2
"PhD","E-mail",NA,NA,NA,"International with US Degree",51,5.3,2
"MS","E-mail",NA,NA,NA,"International",32,2.7,3
"PhD","Website",NA,NA,NA,"International",26,3.3,3
"MS","E-mail",NA,NA,NA,"American",50,5.7,3
"MS","E-mail",NA,NA,NA,"International",57,11.5,3
"PhD","E-mail",NA,NA,NA,"American",42,5.4,1
"PhD","E-mail",3.31,167,162,"American",19,2.8,1
"PhD","E-mail",3.32,162,164,"American",28,2.9,2
"MS","E-mail",NA,NA,NA,"International",53,6.9,3
"PhD","E-mail",NA,NA,NA,"International",21,2.1,2
"MS","E-mail",NA,NA,NA,"American",57,11.5,3
"MS","E-mail",NA,NA,NA,"International",33,3.4,4
"PhD","E-mail",NA,NA,NA,"International",83,11.1,3
"PhD","E-mail",NA,NA,NA,"International",152,18.1,2
"PhD","E-mail",3.8,141,168,"International",83,9.9,3
"PhD","Website",NA,NA,NA,"International",26,2.5,2
"PhD","E-mail",NA,NA,NA,"International",40,3.6,3
"PhD","E-mail",NA,NA,NA,"American",42,5.4,2
"MS","E-mail",NA,NA,NA,"International",55,4.3,3
"MS","Website",NA,150,154,"International",73,6.7,3
"MS","E-mail",3.7,170,147,"International",22,2.8,11
"MS","Other",NA,NA,NA,"International",152,18.1,2
"MS","E-mail",3.05,153,168,"International",6,1.2,1
"MS","Other",NA,160,161,"International",29,4.2,3
"PhD","E-mail",NA,NA,NA,"International with US Degree",19,1.9,3
"PhD","E-mail",3.45,152,162,"International",15,1.5,3
"MS","E-mail",NA,NA,NA,"International",53,4.8,3
"MS","Website",NA,NA,NA,"International",73,6.7,3
"MS","E-mail",NA,NA,NA,"International",152,18.1,2
"PhD","E-mail",NA,NA,NA,"International with US Degree",46,4.3,4
"MS","Website",NA,165,163,"International",37,5,4
"PhD","E-mail",3,152,163,"International",30,2.8,3
"PhD","E-mail",3.97,163,166,"International",NA,NA,2
"PhD","E-mail",NA,NA,NA,"International with US Degree",73,6.7,3
"MS","E-mail",3.73,152,166,"International",152,18.1,3
"PhD","E-mail",NA,NA,NA,"American",152,18.1,1
"PhD","E-mail",NA,NA,NA,"American",83,11.1,2
"MS","E-mail",NA,163,167,"International",22,2.4,4
"PhD","Website",NA,NA,NA,"International",42,5.4,4
"PhD","E-mail",3.75,164,163,"American",152,18.1,2
"PhD","E-mail",NA,NA,NA,"International with US Degree",53,6.9,1
"PhD","E-mail",NA,NA,NA,"International",37,5,2
"PhD","E-mail",NA,NA,NA,"International",37,3.4,2
"PhD","E-mail",NA,NA,NA,"International",68,8.7,2
"PhD","E-mail",3.8,142,167,"International",48,5.9,2
"MS","Other",3.9,153,166,"International",7,1.3,3
"PhD","E-mail",3.9,167,164,"American",53,6.9,2
"MS","Website",NA,162,166,"American",42,5.4,3
"PhD","Website",3.7,139,164,"International",85,12.3,2
"PhD","Website",NA,NA,NA,"International",73,6.7,4
"PhD","E-mail",NA,NA,NA,"International",63,8.6,4
"PhD","E-mail",NA,NA,NA,"International",39,2.4,4
"PhD","E-mail",NA,NA,NA,"International",37,3.1,3
"PhD","E-mail",NA,NA,NA,"International with US Degree",46,5.6,2
"MS","E-mail",NA,NA,NA,"International",53,4.8,2
"MS","E-mail",NA,NA,NA,"International",73,6.7,3
"MS","Website",NA,NA,NA,"International",53,4.8,3
"MS","E-mail",3.88,NA,NA,"American",152,18.1,2
"PhD","Other",NA,NA,NA,"International with US Degree",42,5.4,2
"PhD","E-mail",4,150,170,"International",68,8.7,3
"PhD","Phone",NA,NA,NA,"American",57,8.4,1
"MS","E-mail",3.84,160,165,"International",38,3.1,3
"PhD","E-mail",4,151,160,"International",83,11.1,3
"PhD","Website",NA,NA,NA,"International with US Degree",50,4.7,2
"PhD","E-mail",3.26,163,165,"International",83,9.9,3
"PhD","Website",NA,NA,NA,"International",35,3.4,2
"MS","E-mail",NA,NA,NA,"International",25,3.5,3
"PhD","Website",NA,NA,NA,"International",85,12.3,2
"PhD","E-mail",3.91,158,168,"International with US Degree",50,5.7,2
"MS","E-mail",NA,NA,NA,"International",26,2.3,3
"MS","E-mail",3.69,156,165,"International",37,5,3
"PhD","E-mail",NA,NA,NA,"International",48,5.9,2
"PhD","E-mail",NA,NA,NA,"Other",50,4.7,2
"MS","E-mail",3.6,169,164,"International",53,4.8,2
"MS","E-mail",NA,NA,NA,"International",83,9.9,4
"PhD","Other",NA,NA,NA,"International",50,5.7,2
"PhD","E-mail",NA,NA,NA,"International",152,18.1,2
"PhD","Website",3.7,153,154,"Other",11,1.6,5
"PhD","E-mail",NA,NA,NA,"International",22,2.4,4
"MS","Website",3.9,150,159,"International",30,2.3,3
"PhD","E-mail",NA,NA,NA,"International",152,18.1,2
"PhD","E-mail",NA,151,162,"International",51,5.3,2
"PhD","E-mail",3.59,164,162,"American",47,3,3
"MS","E-mail",3.73,158,170,"American",53,6.9,4
"PhD","Website",NA,NA,NA,"Other",42,5.4,3
"PhD","Website",NA,NA,NA,"International",83,11.1,2
"PhD","E-mail",NA,NA,NA,"International",83,9.9,1
"PhD","E-mail",3.8,146,166,"International",36,2.8,5
"MS","E-mail",3.33,167,170,"American",152,18.1,3
"PhD","E-mail",NA,NA,NA,"International",57,8.4,2
"MS","E-mail",NA,NA,NA,"American",42,2.6,3
"MS","E-mail",NA,NA,NA,"International with US Degree",47,5.8,4
"MS","Website",NA,NA,NA,"International",42,5.4,2
"MS","Website",NA,NA,NA,"International",38,3.1,4
"PhD","Website",NA,NA,NA,"International",22,2.8,3
"MS","E-mail",NA,NA,NA,"American",46,5.6,3
"PhD","Website",3.5,168,154,"International",50,4.7,3
"PhD","E-mail",3.4,155,168,"International",55,4.3,2
"PhD","E-mail",NA,NA,NA,"International",11,1.4,3
"MS","Website",NA,NA,NA,"International",50,4.7,1
"MS","Website",NA,NA,NA,"International",37,3.1,5
"MS","E-mail",NA,163,167,"International",68,8.7,4
"MS","E-mail",NA,NA,NA,"International",48,5.9,3
"PhD","E-mail",NA,NA,NA,"American",52,6.4,4
"MS","E-mail",3.81,157,163,"American",68,8.7,2
"PhD","E-mail",3.47,150,159,"American",57,11.5,2
"PhD","E-mail",NA,NA,NA,"International",4,1.1,4
"PhD","Website",NA,NA,NA,"International with US Degree",55,4.3,5
"MS","Website",NA,NA,NA,"International",39,2.4,2
"PhD","E-mail",NA,NA,NA,"International",85,12.3,2
"MS","Website",NA,NA,NA,"American",NA,NA,4
"PhD","Other",NA,NA,NA,"International",39,2.4,1
"MS","E-mail",NA,NA,NA,"International",34,2.3,5
"PhD","Website",NA,NA,NA,"International with US Degree",13,1.6,3
"MS","Website",3.72,155,167,"International",30,2.3,3
"MS","E-mail",NA,NA,NA,"International",83,9.9,3
"PhD","E-mail",3.44,150,159,"International",37,5,3
"PhD","Other",NA,NA,NA,"International",24,2,2
"MS","E-mail",NA,NA,NA,"International with US Degree",47,5.8,3
"PhD","E-mail",3.39,162,161,"International",12,1.8,3
"PhD","E-mail",3.5,167,153,"American",13,1.6,2
"PhD","E-mail",NA,NA,NA,"International",152,18.1,1
"PhD","E-mail",3.7,140,166,"International",83,11.1,2
"MS","E-mail",4,163,162,"International",63,8.6,3
"MS","E-mail",3.8,148,170,"International",53,6.9,1
"PhD","E-mail",NA,NA,NA,"American",57,8.4,2
"PhD","Website",NA,NA,NA,"International",24,1.6,2
"MS","E-mail",3.5,154,166,"International",83,11.1,3
"MS","E-mail",3.8,157,165,"International",32,2.7,2
"PhD","E-mail",NA,NA,NA,"International with US Degree",30,2.3,2
"PhD","E-mail",3.33,157,170,"American",53,6.9,4
"MS","Website",3.1,155,160,"International",9,1.3,3
"MS","E-mail",NA,NA,NA,"International",23,1.9,3
"MS","E-mail",NA,NA,NA,"International",152,18.1,3
"MS","Website",3.95,163,166,"International",50,4.7,3
"PhD","Website",NA,NA,NA,"American",85,12.3,2
"PhD","E-mail",3.78,163,158,"American",10,1.3,2
"PhD","Website",NA,NA,NA,"International with US Degree",26,3.3,2
"PhD","E-mail",NA,NA,NA,"International",13,1.8,3
"MS","E-mail",NA,NA,NA,"International",83,11.1,3
"MS","E-mail",3.9,164,166,"American",57,11.5,3
"MS","E-mail",NA,NA,NA,"International",152,18.1,2
"PhD","E-mail",NA,159,164,"International",53,6.9,4
"PhD","E-mail",NA,162,164,"International with US Degree",23,1.9,4
"MS","E-mail",NA,NA,NA,"American",57,8.4,3
"PhD","E-mail",NA,NA,NA,"International with US Degree",50,5.7,3
"MS","Website",3.2,146,162,"International",34,2.3,11
"PhD","E-mail",3.84,166,168,"International",22,1.9,2
"PhD","E-mail",NA,NA,NA,"International with US Degree",53,4.8,2
"PhD","E-mail",3.7,156,166,"International",12,1.4,2
"PhD","E-mail",NA,NA,NA,"International",37,3.1,2
"MS","E-mail",3,158,163,"International",42,2.6,3
"MS","E-mail",3.76,148,168,"International",42,5.4,3
"PhD","Other",NA,NA,NA,"International",29,4.2,3
"MS","E-mail",NA,NA,NA,"International",22,2.4,3
"PhD","E-mail",3.6,149,166,"International",26,3.3,2
"MS","Website",NA,NA,NA,"International",23,1.9,4
"PhD","E-mail",NA,NA,NA,"International",85,12.3,2
"PhD","E-mail",NA,NA,NA,"American",48,5.9,3
"PhD","E-mail",NA,NA,NA,"International",35,3.4,3
"MS","E-mail",NA,158,167,"International",63,8.6,3
"MS","Website",NA,NA,NA,"International",22,2.8,4
"MS","E-mail",NA,154,159,"International",68,8.7,3
"PhD","E-mail",NA,NA,NA,"International",57,8.4,2
"PhD","E-mail",NA,NA,NA,"International with US Degree",152,18.1,2
"MS","E-mail",3.76,150,170,"International",42,5.4,3
"MS","E-mail",2.7,166,170,"International",39,2.4,3
"PhD","E-mail",NA,NA,NA,"American",28,2.9,3
"PhD","E-mail",NA,NA,NA,"International with US Degree",152,18.1,2
"MS","Website",NA,NA,NA,"International",24,2.1,4
"PhD","E-mail",NA,NA,NA,"International",26,2.3,2
"PhD","E-mail",3.58,152,170,"International",53,6.9,4
"MS","E-mail",3.3,145,160,"International",42,2.6,4
"PhD","E-mail",NA,147,166,"International",42,5.4,4
"PhD","Website",NA,NA,NA,"International with US Degree",73,6.7,4
"PhD","E-mail",NA,NA,NA,"International",19,1.6,4
"PhD","Website",NA,NA,NA,"International",24,2.1,2
"MS","E-mail",NA,NA,NA,"International",52,6.4,3
"MS","Website",NA,NA,NA,"International",37,5,4
"MS","E-mail",NA,159,166,"International",42,5.4,4
"MS","E-mail",3.2,161,161,"International",47,5.8,4
"MS","E-mail",NA,NA,NA,"International",37,5,4
"PhD","E-mail",NA,149,166,"International",152,18.1,2
"PhD","E-mail",NA,NA,NA,"International with US Degree",24,2,3
"PhD","E-mail",3.92,167,153,"International with US Degree",57,8.4,2
"PhD","E-mail",NA,NA,NA,"International with US Degree",35,3.4,5
"MS","E-mail",NA,NA,NA,"International",33,3.4,3
"MS","E-mail",3.7,147,160,"International with US Degree",57,11.5,3
"MS","E-mail",3.91,149,168,"International",46,5.6,1
"PhD","E-mail",NA,NA,NA,"American",53,6.9,4
"MS","E-mail",NA,NA,NA,"International",53,4.8,2
"PhD","E-mail",NA,NA,NA,"American",53,4.8,2
"MS","E-mail",NA,NA,NA,"International",22,2.4,3
"MS","E-mail",NA,NA,NA,"International",48,5.9,3
"PhD","E-mail",NA,NA,NA,"International",19,2.8,4
"PhD","E-mail",NA,NA,NA,"International with US Degree",26,2.3,3
"MS","E-mail",NA,NA,NA,"International",32,2.7,2
"PhD","E-mail",NA,NA,NA,"International",22,2.8,3
"MS","E-mail",NA,NA,NA,"International with US Degree",68,8.7,2
"PhD","E-mail",NA,NA,NA,"International",152,18.1,1
"PhD","Phone",NA,NA,NA,"International",50,5.7,4
"MS","E-mail",NA,NA,NA,"International",152,18.1,2
"PhD","E-mail",NA,NA,NA,"American",46,5.6,1
"PhD","E-mail",NA,NA,NA,"International",57,8.4,2
"MS","Website",3.96,155,163,"International",83,9.9,5
"PhD","E-mail",NA,NA,NA,"International",152,18.1,2
"MS","Website",3.6,161,168,"American",50,5.7,5
"PhD","Phone",3.9,161,164,"International with US Degree",57,8.4,1
"MS","E-mail",NA,NA,NA,"International",42,2.6,3
"PhD","Website",3.86,147,161,"International",39,2.4,4
"MS","E-mail",NA,NA,NA,"International",83,9.9,3
"PhD","Other",4,168,164,"American",12,1.4,2
"MS","E-mail",NA,NA,NA,"International",43,3.6,3
"PhD","Website",NA,NA,NA,"American",42,5.4,3
"MS","Website",3.81,143,165,"Other",55,4.3,4
"MS","Website",NA,160,168,"International",83,11.1,2
"PhD","Other",NA,NA,NA,"Other",25,3.5,3
"PhD","E-mail",NA,NA,NA,"International",57,11.5,2
"PhD","Website",NA,NA,NA,"International",43,3.6,3
"PhD","Website",NA,NA,NA,"International",43,3.6,3
"PhD","E-mail",NA,NA,NA,"International",32,2.7,3
"PhD","E-mail",4,152,170,"International",57,8.4,1
"PhD","E-mail",NA,NA,NA,"American",152,18.1,2
"PhD","E-mail",NA,NA,NA,"American",47,5.8,3
"PhD","E-mail",NA,NA,NA,"American",37,5,2
"MS","E-mail",3.6,150,164,"International",34,2.3,9
"MS","E-mail",NA,159,162,"International",68,8.7,3
"MS","E-mail",NA,NA,NA,"International",15,1.5,4
"PhD","E-mail",NA,NA,NA,"International",30,2.8,3
"MS","E-mail",NA,NA,NA,"International",23,1.9,4
"PhD","E-mail",3.99,168,162,"International with US Degree",57,8.4,1
"PhD","E-mail",3.55,154,170,"International",83,9.9,1
"PhD","E-mail",NA,NA,NA,"American",23,2.7,2
"PhD","E-mail",NA,NA,NA,"International",68,8.7,2
"PhD","Website",NA,155,169,"International",25,3.5,4
"PhD","E-mail",NA,NA,NA,"International",83,9.9,2
"MS","E-mail",NA,NA,NA,"International",50,5.7,3
"MS","E-mail",NA,NA,NA,"International",30,2.3,3
"PhD","E-mail",3.7,164,145,"International",48,5.9,2
"PhD","E-mail",NA,NA,NA,"American",46,5.6,2
"MS","E-mail",NA,159,167,"International",NA,NA,3
"MS","E-mail",3.4,164,167,"American",28,2.9,2
"PhD","Other",NA,NA,NA,"American",73,6.7,2
"PhD","E-mail",NA,NA,NA,"International",52,6.4,3
"PhD","Website",NA,NA,NA,"International",40,3.6,2
"PhD","Website",3.87,147,163,"International",16,1.3,12
"MS","E-mail",NA,NA,NA,"International",51,5.3,2
"PhD","E-mail",NA,NA,NA,"International",53,6.9,4
"MS","E-mail",3.54,159,162,"American",68,8.7,2
"PhD","E-mail",NA,NA,NA,"International",30,2.8,4
"MS","E-mail",3.88,157,165,"International",152,18.1,2
"MS","E-mail",NA,162,166,"International",83,9.9,2
"MS","E-mail",NA,NA,NA,"International",83,11.1,3
"MS","E-mail",NA,NA,NA,"International",50,5.7,4
"PhD","E-mail",NA,NA,NA,"International with US Degree",37,5,2
"MS","E-mail",3.38,145,165,"International",38,3.1,5
"PhD","E-mail",3.76,148,168,"International",83,9.9,3
"MS","E-mail",3.4,166,166,"International",53,4.8,2
"MS","Website",NA,160,166,"International",35,3.4,3
"PhD","Phone",NA,NA,NA,"International",19,2.8,4
"PhD","Website",3.8,146,166,"International",29,4.2,3
"PhD","E-mail",3.78,165,170,"American",26,2.5,2
"MS","E-mail",3.88,154,166,"International",83,11.1,4
"PhD","E-mail",NA,NA,NA,"International with US Degree",22,2.4,4
"MS","E-mail",NA,NA,NA,"International",21,2.1,3
"PhD","Website",NA,NA,NA,"International",26,3.3,2
"PhD","E-mail",NA,165,166,"International",19,2.8,2
"PhD","E-mail",3.8,160,161,"American",50,5.7,3
"PhD","E-mail",NA,NA,NA,"American",22,1.9,4
"PhD","E-mail",3.89,152,163,"International",21,2.4,1
"MS","E-mail",NA,NA,NA,"American",83,9.9,2
"PhD","E-mail",3.6,155,166,"International",NA,NA,2
"MS","E-mail",3.75,152,167,"International",50,4.7,3
"PhD","E-mail",NA,NA,NA,"International",73,6.7,3
"MS","E-mail",NA,NA,NA,"International",53,4.8,2
"MS","E-mail",NA,NA,NA,"International",52,6.4,3
"PhD","E-mail",NA,NA,NA,"International",23,2.7,2
"PhD","E-mail",NA,NA,NA,"International",22,2.4,4
"MS","E-mail",NA,NA,NA,"International",53,6.9,4
"MS","E-mail",NA,164,165,"International",152,18.1,2
"PhD","E-mail",NA,NA,NA,"International",83,9.9,1
"MS","E-mail",NA,NA,NA,"International",37,5,3
"PhD","E-mail",3.9,165,169,"American",57,8.4,2
"PhD","Website",NA,NA,NA,"International",73,6.7,2
"MS","E-mail",NA,142,168,"International",42,2.6,3
"MS","E-mail",3.8,166,163,"American",50,4.7,1
"PhD","E-mail",NA,NA,NA,"International",68,8.7,2
"MS","E-mail",NA,NA,NA,"International",22,2.5,4
"MS","Website",3.67,170,146,"International",26,3.3,3
"PhD","E-mail",3.7,152,170,"International",47,3,3
"PhD","E-mail",NA,NA,NA,"International with US Degree",26,2.3,1
"PhD","E-mail",NA,NA,NA,"American",42,5.4,1
"PhD","E-mail",NA,NA,NA,"American",25,3.5,2
"PhD","Website",3.9,167,166,"American",26,3.3,3
"PhD","E-mail",NA,NA,NA,"American",50,5.7,1
"PhD","E-mail",NA,NA,NA,"American",152,18.1,1
"PhD","E-mail",NA,NA,NA,"International with US Degree",42,2.6,3
"PhD","E-mail",NA,NA,NA,"American",152,18.1,2
"MS","E-mail",NA,NA,NA,"International",152,18.1,2
"PhD","E-mail",3.85,170,158,"American",57,11.5,2
"PhD","E-mail",3.08,149,167,"International",13,1.5,2
"PhD","E-mail",NA,NA,NA,"International with US Degree",22,1.9,3
"PhD","E-mail",NA,NA,NA,"International",55,4.3,3
"MS","Website",3.7,139,164,"International",53,4.8,4
"MS","Website",3.5,170,152,"International",50,4.7,4
"MS","E-mail",3.75,152,169,"International",73,6.7,2
"MS","E-mail",3.42,155,170,"International",55,4.7,4
"PhD","E-mail",3.9,152,165,"American",152,18.1,2
"PhD","E-mail",NA,NA,NA,"International",83,11.1,3
"MS","E-mail",NA,138,163,"International",46,4.3,3
"PhD","E-mail",NA,NA,NA,"International",83,9.9,2
"PhD","Website",NA,NA,NA,"International with US Degree",37,5,2
"MS","E-mail",NA,NA,NA,"International",42,5.4,3
"MS","E-mail",NA,156,161,"International",152,18.1,2
