is_phd,is_ms,is_spring,is_fall,year,university_name,university_ranking,university_faculty,university_publication,gpa,gre_verbal,gre_quant,gre_writing,is_american,is_international_without_american_degree,is_international_with_american_degree
True,False,True,False,13,"University Of Colorado, Boulder",67,47.0,3.0,3.2,157.0,166.0,3.5,False,True,False
False,True,True,False,13,Clemson University,375,16.0,1.3,3.38,163.0,145.0,3.0,False,True,False
True,False,True,False,13,Colorado State University (CSU),238,10.0,1.2,3.45,152.0,162.0,3.5,False,True,False
True,False,True,False,13,"University Of Maryland, Baltimore County (UMBC)",325,15.0,1.5,3.45,152.0,162.0,3.5,False,True,False
True,False,True,False,13,Duke University,24,22.0,2.8,3.24,161.0,162.0,4.0,False,True,False
True,False,True,False,13,Duke University,24,22.0,2.8,3.25,148.0,165.0,3.0,False,True,False
False,True,True,False,13,"University Of California, Los Angeles (UCLA)",11,37.0,5.0,3.72,158.0,162.0,4.0,False,False,True
False,True,True,False,13,Columbia University,18,47.0,5.8,3.72,158.0,162.0,4.0,False,False,True
False,True,True,False,13,Boston University (BU),59,22.0,2.5,3.72,158.0,162.0,4.0,False,False,True
False,True,True,False,13,Columbia University,18,47.0,5.8,3.5,170.0,150.0,3.0,False,True,False
False,True,True,False,13,"University Of Michigan, Ann Arbor (UMich)",15,63.0,8.6,3.6,154.0,170.0,3.5,False,True,False
True,False,True,False,13,University Of Rochester,81,21.0,2.1,3.24,161.0,162.0,4.0,False,True,False
True,False,True,False,13,"University Of Michigan, Ann Arbor (UMich)",15,63.0,8.6,3.7,168.0,166.0,4.5,False,True,False
True,False,True,False,13,New York University (NYU),60,46.0,4.3,3.96,160.0,165.0,4.5,False,True,False
False,True,True,False,13,Dartmouth College,99,15.0,1.9,3.78,147.0,163.0,3.5,False,True,False
True,False,True,False,13,Northeastern University,213,55.0,4.7,3.08,163.0,158.0,4.0,True,False,False
False,True,True,False,13,"University Of California, Los Angeles (UCLA)",11,37.0,5.0,3.8,155.0,163.0,3.0,False,True,False
False,True,True,False,13,Dartmouth College,99,15.0,1.9,3.1,169.0,159.0,4.0,False,True,False
False,True,True,False,13,"University Of California, Los Angeles (UCLA)",11,37.0,5.0,3.3,156.0,166.0,3.0,False,True,False
False,True,True,False,13,"University Of California, Irvine (UCI)",49,55.0,4.3,3.0,146.0,166.0,2.5,False,True,False
False,True,True,False,13,Dartmouth College,99,15.0,1.9,3.95,150.0,170.0,3.0,False,True,False
False,True,True,False,13,Dartmouth College,99,15.0,1.9,3.47,155.0,165.0,3.5,False,True,False
False,True,True,False,13,Ohio State University (OSU),66,35.0,3.4,3.08,147.0,170.0,2.5,False,True,False
False,True,True,False,13,Columbia University,18,47.0,5.8,3.59,146.0,164.0,4.0,False,False,True
False,True,True,False,13,Rutgers University,105,43.0,3.6,3.5,169.0,148.0,3.0,False,False,True
True,False,True,False,13,"University Of California, Santa Barbara (UCSB)",29,25.0,3.5,3.4,167.0,170.0,5.5,True,False,False
True,False,True,False,13,George Mason University (GMU),325,28.0,2.0,3.46,149.0,163.0,3.0,False,True,False
True,False,True,False,13,"University Of California, Los Angeles (UCLA)",11,37.0,5.0,3.5,165.0,152.0,3.0,False,True,False
False,True,True,False,13,Boston University (BU),59,22.0,2.5,3.95,150.0,170.0,3.0,False,True,False
False,True,True,False,13,"University Of California, Los Angeles (UCLA)",11,37.0,5.0,3.0,150.0,157.0,3.0,False,True,False
False,True,True,False,13,Cornell University,14,68.0,8.7,3.65,161.0,166.0,4.0,True,False,False
False,True,True,False,13,Cornell University,14,68.0,8.7,3.2,158.0,166.0,4.5,False,True,False
False,True,True,False,13,Cornell University,14,68.0,8.7,3.0,150.0,170.0,4.0,False,True,False
False,True,True,False,13,Rutgers University,105,43.0,3.6,3.0,155.0,167.0,3.0,False,True,False
False,True,True,False,13,University Of Utah (UoU),83,40.0,3.6,3.51,145.0,160.0,3.5,False,True,False
True,False,True,False,13,"University Of California, Irvine (UCI)",49,55.0,4.3,2.9,145.0,163.0,3.0,False,True,False
True,False,True,False,13,"University Of Massachusetts, Amherst (UMass)",56,50.0,4.7,2.9,150.0,161.0,3.0,False,True,False
True,False,True,False,13,New York University (NYU),60,46.0,4.3,3.62,168.0,166.0,4.0,False,True,False
True,False,True,False,13,"University Of California, San Diego (UCSD)",32,53.0,6.9,3.8,160.0,167.0,4.5,False,True,False
True,False,True,False,13,"University Of California, San Diego (UCSD)",32,53.0,6.9,3.72,143.0,162.0,3.0,False,True,False
False,True,True,False,13,"University Of Massachusetts, Amherst (UMass)",56,50.0,4.7,3.0,150.0,170.0,4.0,False,True,False
True,False,True,False,13,Iowa State University (ISU),156,15.0,1.5,3.96,147.0,161.0,3.5,False,True,False
True,False,True,False,13,Iowa State University (ISU),156,15.0,1.5,3.92,154.0,165.0,3.5,False,True,False
False,True,True,False,13,"University Of California, San Diego (UCSD)",32,53.0,6.9,3.89,155.0,161.0,3.5,True,False,False
False,True,True,False,13,"University Of California, San Diego (UCSD)",32,53.0,6.9,3.2,152.0,163.0,3.0,False,True,False
True,False,True,False,13,"University Of Michigan, Ann Arbor (UMich)",15,63.0,8.6,3.8,163.0,170.0,4.0,False,True,False
False,True,True,False,13,Virginia Tech,72,39.0,2.4,3.18,162.0,166.0,3.5,False,True,False
False,True,True,False,13,North Caroline State University (NCSU),1000,30.0,2.3,3.18,162.0,166.0,3.5,False,True,False
False,True,True,False,13,"University Of Michigan, Ann Arbor (UMich)",15,63.0,8.6,3.6,165.0,165.0,5.5,False,True,False
False,True,True,False,13,"University Of California, San Diego (UCSD)",32,53.0,6.9,3.74,156.0,158.0,4.0,False,False,True
False,True,True,False,13,"University Of California, San Diego (UCSD)",32,53.0,6.9,3.3,155.0,170.0,4.0,False,True,False
False,True,True,False,13,"University Of California, San Diego (UCSD)",32,53.0,6.9,3.73,158.0,170.0,4.0,True,False,False
False,True,True,False,13,"University Of California, San Diego (UCSD)",32,53.0,6.9,3.52,155.0,169.0,3.5,False,True,False
False,True,True,False,13,Johns Hopkins University (JHU),13,22.0,2.4,3.33,154.0,159.0,3.5,False,True,False
False,True,True,False,13,Georgia Institute Of Technology (GTech),27,73.0,6.7,3.0,155.0,167.0,3.0,False,True,False
False,True,True,False,13,"University Of California, Los Angeles (UCLA)",11,37.0,5.0,3.93,163.0,170.0,4.0,False,True,False
False,True,True,False,13,Columbia University,18,47.0,5.8,3.93,163.0,170.0,4.0,False,True,False
False,True,True,False,13,Boston University (BU),59,22.0,2.5,3.97,170.0,165.0,5.0,True,False,False
False,True,True,False,13,"University Of Michigan, Ann Arbor (UMich)",15,63.0,8.6,3.87,150.0,170.0,4.0,False,False,True
False,True,True,False,13,Johns Hopkins University (JHU),13,22.0,2.4,3.95,150.0,170.0,3.0,False,True,False
False,True,True,False,13,University Of Pennsylvania (UPenn),19,46.0,5.6,3.5,158.0,165.0,4.5,False,True,False
False,True,True,False,13,University Of Pennsylvania (UPenn),19,46.0,5.6,3.87,153.0,164.0,3.5,False,True,False
True,False,True,False,13,University Of Arizona,95,19.0,1.6,3.6,160.0,166.0,3.0,False,True,False
True,False,True,False,13,"University Of Nevada, Reno",1000,12.0,1.2,3.4,145.0,161.0,3.0,False,True,False
True,False,True,False,13,Vanderbilt University,51,15.0,1.5,3.4,161.0,145.0,3.0,False,True,False
False,True,True,False,13,Iowa State University (ISU),156,15.0,1.5,3.5,165.0,166.0,5.0,False,True,False
False,True,True,False,13,Columbia University,18,47.0,5.8,3.57,152.0,168.0,2.5,False,True,False
True,False,True,False,13,Vanderbilt University,51,15.0,1.5,3.53,154.0,167.0,4.5,True,False,False
True,False,True,False,13,University Of Rochester,81,21.0,2.1,3.82,142.0,153.0,3.0,False,True,False
True,False,True,False,13,"University Of Michigan, Ann Arbor (UMich)",15,63.0,8.6,3.68,147.0,167.0,3.0,False,True,False
False,True,True,False,13,"University Of California, Berkeley (UCB)",8,83.0,11.1,3.35,167.0,163.0,4.5,True,False,False
True,False,True,False,13,University Of Central Florida (UCF),1000,24.0,2.0,3.82,151.0,164.0,3.0,False,True,False
False,True,True,False,13,"University Of Illinois, Urbana-Champaign (UIUC)",33,83.0,9.9,3.69,170.0,157.0,3.0,False,False,True
True,False,True,False,13,"University Of California, Berkeley (UCB)",8,83.0,11.1,3.7,159.0,161.0,4.5,False,True,False
True,False,True,False,13,Massachusetts Institute Of Technology (MIT),3,85.0,12.3,3.7,159.0,161.0,4.5,False,True,False
True,False,True,False,13,Ohio State University (OSU),66,35.0,3.4,3.96,160.0,165.0,4.5,False,True,False
False,True,True,False,13,New York University (NYU),60,46.0,4.3,3.9,163.0,165.0,4.0,False,True,False
False,True,True,False,13,Ohio State University (OSU),66,35.0,3.4,3.9,163.0,165.0,4.0,False,True,False
False,True,True,False,13,Ohio State University (OSU),66,35.0,3.4,3.5,156.0,166.0,3.0,False,True,False
False,True,True,False,13,"University Of California, Los Angeles (UCLA)",11,37.0,5.0,3.84,160.0,165.0,3.0,False,True,False
False,True,True,False,13,Georgia Institute Of Technology (GTech),27,73.0,6.7,3.84,160.0,165.0,3.0,False,True,False
False,True,True,False,13,"University Of California, Santa Cruz (UCSC)",68,32.0,2.7,3.35,167.0,163.0,4.5,True,False,False
False,True,True,False,13,"University Of Massachusetts, Amherst (UMass)",56,50.0,4.7,3.35,167.0,163.0,4.5,True,False,False
False,True,True,False,13,Boston University (BU),59,22.0,2.5,3.35,167.0,163.0,4.5,True,False,False
False,True,True,False,13,New York University (NYU),60,46.0,4.3,3.5,160.0,164.0,4.0,False,True,False
False,True,True,False,13,Duke University,24,22.0,2.8,3.5,160.0,164.0,4.0,False,True,False
False,True,True,False,13,Ohio State University (OSU),66,35.0,3.4,3.48,155.0,165.0,3.5,False,True,False
False,True,True,False,13,Georgia Institute Of Technology (GTech),27,73.0,6.7,3.86,154.0,160.0,3.0,False,True,False
False,True,True,False,13,"University Of Texas, Austin (UT Austin)",29,42.0,5.4,3.83,169.0,169.0,4.5,True,False,False
True,False,True,False,13,Oregon State University,288,30.0,2.8,2.8,170.0,143.0,3.0,False,True,False
True,False,True,False,13,Duke University,24,22.0,2.8,3.8,159.0,170.0,4.0,False,True,False
False,True,True,False,13,Stanford University,4,57.0,11.5,3.72,168.0,167.0,4.0,True,False,False
True,False,True,False,13,Ohio State University (OSU),66,35.0,3.4,3.6,155.0,156.0,5.0,True,False,False
False,True,True,False,13,"University Of California, San Diego (UCSD)",32,53.0,6.9,3.7,168.0,166.0,4.0,False,True,False
False,True,True,False,13,"University Of California, Los Angeles (UCLA)",11,37.0,5.0,3.95,150.0,170.0,3.0,False,True,False
False,True,True,False,13,Columbia University,18,47.0,5.8,3.56,152.0,167.0,4.0,False,True,False
True,False,True,False,13,"University Of Michigan, Ann Arbor (UMich)",15,63.0,8.6,3.94,155.0,168.0,4.0,False,True,False
True,False,True,False,13,Georgia Institute Of Technology (GTech),27,73.0,6.7,3.92,153.0,161.0,4.5,False,True,False
False,True,True,False,13,Duke University,24,22.0,2.8,3.4,154.0,170.0,3.0,False,True,False
False,True,True,False,13,"University Of California, Irvine (UCI)",49,55.0,4.3,3.53,150.0,169.0,3.5,False,True,False
False,True,True,False,13,Georgia Institute Of Technology (GTech),27,73.0,6.7,3.9,154.0,167.0,3.0,False,True,False
False,True,True,False,13,"University Of California, San Diego (UCSD)",32,53.0,6.9,3.6,165.0,165.0,5.5,False,True,False
True,False,True,False,13,"University Of California, Berkeley (UCB)",8,83.0,11.1,3.75,160.0,168.0,4.0,False,True,False
False,True,True,False,13,Georgia Institute Of Technology (GTech),27,73.0,6.7,3.93,154.0,170.0,4.0,False,True,False
True,False,True,False,13,"University Of California, Berkeley (UCB)",8,83.0,11.1,3.94,155.0,168.0,4.0,False,True,False
False,True,True,False,13,Columbia University,18,47.0,5.8,3.92,156.0,166.0,5.0,True,False,False
True,False,True,False,13,"University Of California, Berkeley (UCB)",8,83.0,11.1,3.4,159.0,165.0,3.5,False,True,False
True,False,True,False,13,"University Of California, Berkeley (UCB)",8,83.0,11.1,3.94,158.0,164.0,5.0,True,False,False
True,False,True,False,13,Duke University,24,22.0,2.8,3.4,154.0,165.0,3.0,False,True,False
False,True,True,False,13,Ohio State University (OSU),66,35.0,3.4,3.65,161.0,166.0,4.0,True,False,False
True,False,True,False,13,Ohio State University (OSU),66,35.0,3.4,3.53,154.0,167.0,4.5,True,False,False
False,True,True,False,13,Columbia University,18,47.0,5.8,3.58,165.0,170.0,3.5,False,True,False
False,True,True,False,13,"University Of Texas, Austin (UT Austin)",29,42.0,5.4,3.5,168.0,154.0,4.0,False,True,False
False,True,True,False,13,Boston University (BU),59,22.0,2.5,4.0,166.0,157.0,3.0,False,True,False
False,True,True,False,13,New York University (NYU),60,46.0,4.3,4.0,166.0,157.0,3.0,False,True,False
False,True,True,False,13,"University Of Texas, Austin (UT Austin)",29,42.0,5.4,3.88,154.0,166.0,2.5,False,True,False
False,True,True,False,13,"University Of Colorado, Boulder",67,47.0,3.0,3.1,169.0,159.0,4.0,False,True,False
False,True,True,False,13,University Of Utah (UoU),83,40.0,3.6,3.1,169.0,159.0,4.0,False,True,False
False,True,True,False,13,Brown University,55,26.0,3.3,3.1,169.0,159.0,4.0,False,True,False
False,True,True,False,13,Georgia Institute Of Technology (GTech),27,73.0,6.7,3.1,156.0,167.0,4.0,True,False,False
False,True,True,False,13,"University Of Illinois, Urbana-Champaign (UIUC)",33,83.0,9.9,3.0,150.0,170.0,4.0,False,True,False
False,True,True,False,13,Pennsylvania State University (PennState),109,33.0,3.4,3.0,150.0,170.0,4.0,False,True,False
False,True,True,False,13,University Of Chicago (UChicago),12,23.0,2.7,3.0,150.0,170.0,4.0,False,True,False
False,True,True,False,13,"University Of Maryland, College Park (UMD)",98,52.0,6.4,3.0,150.0,170.0,4.0,False,True,False
False,True,True,False,13,Purdue University,106,53.0,4.8,3.0,150.0,170.0,4.0,False,True,False
False,True,True,False,13,"University Of California, Los Angeles (UCLA)",11,37.0,5.0,3.7,168.0,166.0,4.0,False,True,False
False,True,True,False,13,Colorado State University (CSU),238,10.0,1.2,3.68,149.0,161.0,3.5,False,True,False
False,True,True,False,13,Colorado State University (CSU),238,10.0,1.2,3.46,149.0,163.0,3.0,False,True,False
False,True,True,False,13,Colorado State University (CSU),238,10.0,1.2,3.89,147.0,163.0,3.0,False,True,False
False,True,True,False,13,"University Of California, Berkeley (UCB)",8,83.0,11.1,3.3,152.0,169.0,3.0,False,True,False
False,True,True,False,13,Columbia University,18,47.0,5.8,3.52,155.0,169.0,3.5,False,True,False
False,True,True,False,13,Brandeis University,150,6.0,1.1,3.75,156.0,160.0,3.5,False,False,True
False,True,True,False,13,Georgia Institute Of Technology (GTech),27,73.0,6.7,3.81,169.0,170.0,5.0,True,False,False
False,True,True,False,13,"University Of Colorado, Boulder",67,47.0,3.0,3.47,151.0,161.0,3.5,False,True,False
True,False,True,False,13,Pennsylvania State University (Penn State),109,33.0,3.4,3.7,145.0,157.0,3.0,False,True,False
False,True,True,False,13,Georgia Institute Of Technology (GTech),27,73.0,6.7,3.5,161.0,161.0,4.0,False,True,False
False,True,True,False,13,Stanford University,4,57.0,11.5,3.88,164.0,168.0,5.0,False,True,False
True,False,True,False,13,"University Of Nevada, Reno",1000,12.0,1.2,3.18,152.0,162.0,3.0,False,True,False
False,True,True,False,13,"University Of Colorado, Boulder",67,47.0,3.0,3.89,155.0,161.0,3.5,True,False,False
False,True,True,False,13,Harvard University,2,29.0,4.2,3.9,163.0,165.0,4.0,False,True,False
False,True,True,False,13,Stanford University,4,57.0,11.5,3.87,165.0,166.0,3.5,False,False,True
True,False,True,False,13,"University Of Texas, Austin (UT Austin)",29,42.0,5.4,3.95,167.0,166.0,4.5,False,True,False
True,False,True,False,13,University Of Utah (UoU),83,40.0,3.6,3.92,154.0,165.0,3.5,False,True,False
False,True,True,False,13,"University Of Florida, Gainesville (UFL)",125,23.0,1.9,3.54,160.0,166.0,3.5,False,True,False
False,True,True,False,13,Stanford University,4,57.0,11.5,4.0,161.0,166.0,4.5,False,True,False
False,True,True,False,13,Stanford University,4,57.0,11.5,3.6,155.0,163.0,4.0,False,True,False
False,True,True,False,13,Stanford University,4,57.0,11.5,3.91,166.0,169.0,4.5,False,True,False
False,True,True,False,13,Stanford University,4,57.0,11.5,3.33,167.0,170.0,5.5,True,False,False
True,False,True,False,13,"University Of Texas, Austin (UT Austin)",29,42.0,5.4,3.94,166.0,154.0,4.0,False,True,False
False,True,True,False,13,Stanford University,4,57.0,11.5,3.81,169.0,170.0,5.0,True,False,False
False,True,True,False,13,Stanford University,4,57.0,11.5,3.76,150.0,170.0,3.0,False,True,False
False,True,True,False,13,Stanford University,4,57.0,11.5,3.76,170.0,150.0,3.0,False,True,False
False,True,True,False,13,Stanford University,4,57.0,11.5,3.3,168.0,166.0,5.0,True,False,False
False,True,True,False,13,Stanford University,4,57.0,11.5,3.89,165.0,168.0,5.5,False,True,False
False,True,True,False,13,Stanford University,4,57.0,11.5,3.85,164.0,162.0,4.5,True,False,False
False,True,True,False,13,Stanford University,4,57.0,11.5,3.68,170.0,147.0,5.0,False,True,False
False,True,True,False,13,"University Of California, Irvine (UCI)",49,55.0,4.3,3.47,151.0,161.0,3.5,False,True,False
False,True,True,False,13,Stanford University,4,57.0,11.5,3.98,166.0,170.0,4.5,True,False,False
False,True,True,False,13,Stanford University,4,57.0,11.5,3.0,157.0,163.0,4.0,True,False,False
False,True,True,False,13,Stanford University,4,57.0,11.5,3.04,162.0,159.0,4.5,True,False,False
False,True,True,False,13,Stanford University,4,57.0,11.5,3.6,165.0,165.0,5.5,False,True,False
False,True,True,False,13,"University Of Texas, Austin (UT Austin)",29,42.0,5.4,3.95,153.0,163.0,5.5,False,True,False
False,True,True,False,13,"University Of Texas, Austin (UT Austin)",29,42.0,5.4,4.0,169.0,146.0,4.0,False,False,True
False,True,True,False,13,University Of Utah (UoU),83,40.0,3.6,3.2,158.0,166.0,4.5,False,True,False
False,True,True,False,13,University Of Utah (UoU),83,40.0,3.6,3.2,158.0,166.0,4.5,False,True,False
True,False,True,False,13,University Of Notre Dame,63,22.0,1.9,3.0,142.0,163.0,3.0,False,True,False
True,False,True,False,13,New York University (NYU),60,46.0,4.3,3.0,142.0,163.0,3.0,False,True,False
True,False,True,False,13,Rutgers University,105,43.0,3.6,3.0,142.0,163.0,3.0,False,True,False
False,True,True,False,13,Brandeis University,150,6.0,1.1,3.95,150.0,170.0,3.0,False,True,False
True,False,True,False,13,"University Of California, Santa Barbara (UCSB)",29,25.0,3.5,3.89,149.0,170.0,3.0,False,True,False
False,True,True,False,13,University Of Utah (UoU),83,40.0,3.6,3.82,153.0,164.0,4.0,False,True,False
True,False,True,False,13,Georgia Institute Of Technology (GTech),27,73.0,6.7,3.94,154.0,166.0,4.0,False,True,False
True,False,True,False,13,"University Of Florida, Gainesville (UFL)",125,23.0,1.9,3.25,148.0,165.0,3.0,False,True,False
False,True,True,False,13,"University Of California, Berkeley (UCB)",8,83.0,11.1,3.81,169.0,170.0,5.0,True,False,False
False,True,True,False,13,"University Of California, San Diego (UCSD)",32,53.0,6.9,3.57,162.0,163.0,3.0,False,True,False
True,False,True,False,13,"University Of Maryland, College Park (UMD)",98,52.0,6.4,3.68,147.0,167.0,3.0,False,True,False
True,False,True,False,13,"University Of California, Berkeley (UCB)",8,83.0,11.1,3.35,142.0,167.0,3.5,False,True,False
True,False,True,False,13,Rutgers University,105,43.0,3.6,3.11,147.0,158.0,3.5,False,True,False
False,True,True,False,13,Arizona State University (ASU),161,26.0,2.3,3.23,158.0,160.0,4.0,False,True,False
True,False,True,False,13,"University Of California, Berkeley (UCB)",8,83.0,11.1,3.4,160.0,160.0,5.0,True,False,False
True,False,True,False,13,"University Of California, Berkeley (UCB)",8,83.0,11.1,3.83,163.0,167.0,4.5,False,True,False
True,False,True,False,13,"University Of Florida, Gainesville (UFL)",125,23.0,1.9,3.68,147.0,167.0,3.0,False,True,False
True,False,True,False,13,"University Of California, Berkeley (UCB)",8,83.0,11.1,4.0,169.0,170.0,4.5,True,False,False
True,False,True,False,13,"University Of California, Berkeley (UCB)",8,83.0,11.1,3.9,160.0,170.0,3.0,False,True,False
True,False,True,False,13,"University Of Texas, Austin (UT Austin)",29,42.0,5.4,3.6,163.0,170.0,4.0,False,True,False
False,True,True,False,13,"University Of California, Berkeley (UCB)",8,83.0,11.1,3.72,168.0,166.0,4.0,False,True,False
True,False,True,False,13,Rutgers University,105,43.0,3.6,3.68,160.0,170.0,3.5,False,True,False
True,False,True,False,13,University Of Chicago (UChicago),12,23.0,2.7,3.68,160.0,170.0,3.5,False,True,False
True,False,True,False,13,"University Of California, Berkeley (UCB)",8,83.0,11.1,3.68,160.0,170.0,3.5,False,True,False
False,True,False,True,13,Princeton University,5,51.0,5.3,3.7,163.0,170.0,3.0,False,True,False
False,True,False,True,13,Carnegie Mellon University (CMU),20,152.0,18.1,3.7,163.0,170.0,3.0,False,True,False
False,True,False,True,13,"University Of California, Berkeley (UCB)",8,83.0,11.1,3.7,163.0,170.0,3.0,False,True,False
True,False,True,False,13,"University Of California, Berkeley (UCB)",8,83.0,11.1,3.9,156.0,168.0,4.5,True,False,False
False,True,True,False,13,"University Of California, Berkeley (UCB)",8,83.0,11.1,3.7,160.0,168.0,4.5,True,False,False
False,True,True,False,13,"University Of California, Berkeley (UCB)",8,83.0,11.1,3.74,158.0,170.0,4.0,True,False,False
False,True,True,False,13,"University Of California, Berkeley (UCB)",8,83.0,11.1,3.79,150.0,168.0,3.0,False,False,True
False,True,True,False,13,"University Of California, Berkeley (UCB)",8,83.0,11.1,3.8,159.0,167.0,5.0,False,True,False
False,True,False,True,13,"University Of California, Berkeley (UCB)",8,83.0,11.1,3.04,162.0,159.0,4.5,True,False,False
True,False,True,False,13,"University Of Massachusetts, Amherst (UMass)",56,50.0,4.7,3.74,159.0,162.0,4.5,False,False,True
True,False,True,False,13,Georgia Institute Of Technology (GTech),27,73.0,6.7,3.94,155.0,168.0,4.0,False,True,False
False,True,True,False,13,University Of Kentucky,375,9.0,1.4,3.54,149.0,165.0,3.0,False,True,False
True,False,True,False,13,Georgia Institute Of Technology (GTech),27,73.0,6.7,3.96,160.0,165.0,4.5,False,True,False
True,False,True,False,13,Johns Hopkins University (JHU),13,22.0,2.4,3.64,160.0,163.0,5.0,True,False,False
False,True,True,False,13,"University Of California, San Diego (UCSD)",32,53.0,6.9,3.6,152.0,164.0,4.0,False,True,False
False,True,True,False,13,"University Of California, San Diego (UCSD)",32,53.0,6.9,3.84,160.0,165.0,3.0,False,True,False
False,True,True,False,13,Georgia Institute Of Technology (GTech),27,73.0,6.7,3.8,149.0,158.0,4.0,False,True,False
True,False,True,False,13,Rice University,47,19.0,2.8,3.82,154.0,170.0,4.0,False,True,False
False,True,True,False,13,Georgia Institute Of Technology (GTech),27,73.0,6.7,3.98,164.0,166.0,4.5,False,True,False
True,False,True,False,13,Georgia Institute Of Technology (GTech),27,73.0,6.7,3.75,157.0,166.0,4.5,False,True,False
True,False,True,False,13,Georgia Institute Of Technology (GTech),27,73.0,6.7,3.66,160.0,166.0,4.5,False,True,False
True,False,True,False,13,Georgia Institute Of Technology (GTech),27,73.0,6.7,3.56,151.0,169.0,4.0,False,True,False
True,False,True,False,13,Georgia Institute Of Technology (GTech),27,73.0,6.7,4.0,161.0,170.0,4.0,False,True,False
False,True,True,False,13,Georgia Institute Of Technology (GTech),27,73.0,6.7,3.74,156.0,158.0,4.0,False,False,True
True,False,True,False,13,Georgia Institute Of Technology (GTech),27,73.0,6.7,3.93,167.0,169.0,4.5,False,True,False
True,False,True,False,13,Harvard University,2,29.0,4.2,4.0,163.0,166.0,4.0,False,False,True
False,True,True,False,13,"University Of California, Santa Barbara (UCSB)",29,25.0,3.5,3.85,164.0,162.0,4.5,True,False,False
False,True,True,False,13,"University Of California, Santa Barbara (UCSB)",29,25.0,3.5,3.84,160.0,165.0,3.0,False,True,False
False,True,True,False,13,"University Of California, Santa Barbara (UCSB)",29,25.0,3.5,3.89,155.0,161.0,3.5,True,False,False
True,False,True,False,13,Columbia University,18,47.0,5.8,3.85,161.0,169.0,4.5,True,False,False
False,True,True,False,13,"University Of California, Santa Barbara (UCSB)",29,25.0,3.5,3.38,153.0,154.0,4.0,True,False,False
False,True,True,False,13,"University Of California, Santa Barbara (UCSB)",29,25.0,3.5,3.59,157.0,161.0,3.0,True,False,False
True,False,True,False,13,"University Of Massachusetts, Amherst (UMass)",56,50.0,4.7,3.5,168.0,154.0,4.0,False,True,False
True,False,True,False,13,Rutgers University,105,43.0,3.6,3.25,155.0,165.0,3.0,False,True,False
False,True,True,False,13,"Indiana University, Bloomington",156,42.0,2.6,3.3,154.0,159.0,3.5,False,True,False
True,False,True,False,13,"Indiana University, Bloomington",156,42.0,2.6,3.62,168.0,166.0,4.0,False,True,False
False,True,True,False,13,"University Of California, Santa Barbara (UCSB)",29,25.0,3.5,3.5,150.0,167.0,3.0,False,True,False
False,True,True,False,13,"University Of California, Santa Barbara (UCSB)",29,25.0,3.5,3.66,166.0,166.0,4.0,False,True,False
False,True,True,False,13,Carnegie Mellon University (CMU),20,152.0,18.1,3.72,152.0,165.0,3.0,False,True,False
False,True,True,False,13,Cornell University,14,68.0,8.7,3.87,150.0,170.0,4.0,False,False,True
False,True,True,False,13,"University Of California, San Diego (UCSD)",32,53.0,6.9,3.81,168.0,164.0,5.5,True,False,False
False,True,True,False,13,"University Of California, Los Angeles (UCLA)",11,37.0,5.0,3.65,160.0,168.0,4.5,True,False,False
True,False,True,False,13,"University Of Florida, Gainesville (UFL)",125,23.0,1.9,3.56,150.0,161.0,3.5,False,True,False
True,False,True,False,13,University Of Arizona,95,19.0,1.6,3.56,151.0,169.0,4.0,False,True,False
False,True,True,False,13,"University Of Texas, Dallas (UT Dallas)",260,34.0,2.3,3.13,160.0,169.0,4.0,False,True,False
False,True,True,False,13,Cornell University,14,68.0,8.7,3.4,154.0,167.0,3.0,False,True,False
True,False,True,False,13,"University Of Colorado, Boulder",67,47.0,3.0,3.2,157.0,166.0,3.5,False,True,False
False,True,True,False,13,University Of Delaware,159,11.0,1.4,3.88,164.0,168.0,5.0,False,True,False
False,True,True,False,13,"University Of California, Berkeley (UCB)",8,83.0,11.1,3.6,165.0,165.0,5.5,False,True,False
False,True,True,False,13,Cornell University,14,68.0,8.7,3.92,170.0,153.0,3.0,False,False,True
False,True,True,False,13,Cornell University,14,68.0,8.7,3.67,166.0,166.0,5.0,True,False,False
False,True,True,False,13,"University Of California, Los Angeles (UCLA)",11,37.0,5.0,3.85,164.0,162.0,4.5,True,False,False
False,True,True,False,13,Pennsylvania State University (Penn State),109,33.0,3.4,3.8,160.0,164.0,4.0,False,True,False
True,False,True,False,13,Stanford University,4,57.0,11.5,4.0,169.0,170.0,5.5,False,True,False
False,True,True,False,13,University Of Southern California (USC),73,50.0,5.7,3.98,167.0,165.0,4.5,True,False,False
False,True,True,False,13,"University Of Massachusetts, Amherst (UMass)",56,50.0,4.7,3.98,167.0,165.0,4.5,True,False,False
False,True,True,False,13,"University Of Maryland, College Park (UMD)",98,52.0,6.4,3.98,167.0,165.0,4.5,True,False,False
False,True,True,False,13,"University Of California, Davis (UCD)",54,28.0,2.9,3.98,167.0,165.0,4.5,True,False,False
False,True,True,False,13,"University Of California, San Diego (UCSD)",32,53.0,6.9,3.98,167.0,165.0,4.5,True,False,False
False,True,True,False,13,Purdue University,106,53.0,4.8,3.98,167.0,165.0,4.5,True,False,False
False,True,True,False,13,"University Of Illinois, Urbana-Champaign (UIUC)",33,83.0,9.9,3.98,167.0,165.0,4.5,True,False,False
True,False,True,False,13,"University Of California, Santa Barbara (UCSB)",29,25.0,3.5,3.96,166.0,163.0,5.0,True,False,False
